ScripID,ScripCode,ScripName,OurSectorClassification
533292,A2zmes      ,A2zmes      ,Engineering
526071,SELLAIDS PUB,SELLAIDS PUBLICATI INR10 (DEMAT) (BSE code:526071)   ,Others
532391,OPTO CIRCUIT,Opto Circuits India Ltd. (BSE code:532391)   ,Engineering
530017,STD.INDUST. ,Standard Industries Limited (BSE code:530017)   ,Chemicals
511658,NETTLINX LTD,Nettlinx Ltd (BSE code:511658)   ,Financial Services
500472,SKF INDIA   ,Skf India    (Bse Code: 500472 ),Engineering
531568,ASHUTOSH PAP,Ashutosh Pap,Paper
530859,COSBOARD IND,Cosboard Ind,Paper
512349,LINKHOUSE IN,Linkhouse Industries Ltd. (BSE code:512349)   ,Construction and Building Materials
533128,T25BHIPD (BSE code:533128)   ,T25BHIPD (BSE code:533128)   ,Financial Services
531968,INDO GREEN  ,INDO GREEN P (BSE code:531968)   ,Food Processing
532162,JK PAPER    ,JK Paper Ltd. (BSE code:532162)   ,Paper
524013,HIND.FLUROCA,HIND.FLUROCA (BSE code:524013)   ,Petro Chemicals
532360,VINTAGE CARD,VINTAGE CARD (BSE code:532360)   ,Others
513648,MARG PRO IN ,MARG PRO IN (BSE code:513648)   ,Financial Services
946560,Usdpl8feb10 ,Usdpl8feb10 ,Un classified
934773,Bajautfincd  (Bse Code: 934773 ),Bajautfincd  (Bse Code: 934773 ),Un classified
531651,NATIONAL GEN,National Gen (Bse Code: 531651 ),Steel
500253,LIC HOUS.FIN,Lic Hous.Fin (Bse Code: 500253 ),Housing Finance
570002,PANTALBNDVR ,PANTALBNDVR (BSE code:570002)   ,Retail
590018,HISARMET(PS ,HISAR METAL INDUST INR10 (BSE code:590018)   ,Steel
590078,MAITHAN ALL ,MAITHAN ALL (BSE code:590078)   ,Steel
590095,GOLDBEES    ,BENCHMARK ASSET MG GOLD EXCH TRAD-GOLD BEES (BSE code:590095)   ,Financial Services
506405,DHARAMSI CHM,Dharamsi Chm (Bse Code: 506405 ),Chemicals
500260,MADRAS CEM. ,Madras Cem.  (Bse Code: 500260 ),Cement
500255,LML LTD.    ,Lml Ltd.     (Bse Code: 500255 ),Automobiles
501455,GREAVES COTT,Greaves Cott (Bse Code: 501455 ),Engineering
507870,LLOYDS FIN. ,Lloyds Fin.  (Bse Code: 507870 ),Financial Services
511176,PARSHWA HS.F,Parshwa Hs.F (Bse Code: 511176 ),Housing Finance
600300,GRASIMSL    ,Grasimsl     (Bse Code: 600300 ),Un classified
500055,BHUSH STEEL ,Bhush Steel  (Bse Code: 500055 ),Steel
500117,DCW LTD.    ,Dcw Ltd.     (Bse Code: 500117 ),Diversified
500182,HERO HONDA  ,Hero Honda   (Bse Code: 500182 ),Automobiles
505872,WPIL LTD.   ,Wpil Ltd.    (Bse Code: 505872 ),Engineering
500388,SHREE KRISHN,Shree Krishn (Bse Code: 500388 ),Paper
500213,INTER.TRAVEL,Inter.Travel (Bse Code: 500213 ),Tourism and Hotels
507515,CJ GELATIN  ,Cj Gelatin   (Bse Code: 507515 ),Chemicals
590108,PSUBNK BEES ,PSUBNK BEES (BSE code:590108)   ,Financial Services
531373,SUAVE HOTEL ,Suave Hotels Ltd (BSE code:531373)   ,Financial Services
961681,Syncomwarr   (Bse Code: 961681 ),Syncomwarr   (Bse Code: 961681 ),Un classified
632187,Indus Ind Bk,Indus Ind Bk,Un classified
946446,Edelj0k903  ,Edelj0k903  ,Un classified
511503,SYNERG LOGIN,Globsyn Infotech Ltd (BSE code:511503)   ,IT
532890,TAKE SOLUT  ,TAKE Solutions Limited (BSE code:532890)   ,IT
918762,TINPLAFCD   ,Tinplafcd    (Bse Code: 918762 ),Un classified
532164,Minolta Fin.,Minolta Fin.,Financial Services
532034,Parikh Herb.,Parikh Herb.,Personal Care
530899,Asia Pack   ,Asia Pack   ,Packaging
521005,Priya.Thread,Priya.Thread,Textile
533941,Tsil        ,Tsil        ,Textile
530053,Hillock Agro,Hillock Agro,Food Processing
524322,Kabra Drugs ,Kabra Drugs ,Pharmaceuticals
961728,830nhai27   ,830nhai27   ,Un classified
961727,820nhai22   ,820nhai22   ,Un classified
532336,Baron Info. ,Baron Info. ,IT
526691,Pretto Leath,Pretto Leath,Un classified
946548,Barclays132 ,Barclays132 ,Un classified
530061,Rockland Th.,Rockland Th.,Others
517548,Starlite Com,Starlite Com,Engineering
961729,820pfc2022  ,820pfc2022  ,Un classified
507968,Jolly Plast.,Jolly Plast.,Plastic Processing
526737,Corpor Cour ,Corpor Cour ,Others
961730,830pfc2027  ,830pfc2027  ,Un classified
511700,Std.Cap.Mrkt,Std.Cap.Mrkt,Others
945957,Efs02dec08  ,Efs02dec08  ,Un classified
526967,Heera Ispat ,Heera Ispat ,Steel
533337,Cc50        ,Cc50        ,Un classified
533523,Bslftpdjg   ,Bslftpdjg   ,Un classified
961746,843idfc22b  ,843idfc22b  ,Un classified
934843,1325mfl17   ,1325mfl17   ,Un classified
534245,Axisft22qd  ,Axisft22qd  ,Un classified
503637,Ratni Inv Co,Ratni Inv Co,Financial Services
533439,Dsp12m21d   ,Dsp12m21d   ,Un classified
500317,Oswal Agro. ,Oswal Agro. ,Diversified
500371,SAMTEL IND. ,Samtel Ind.  (Bse Code: 500371 ),IT
524642,SIKOZY REAL ,Griffin Chem (Bse Code: 524642 ),Chemicals
532725,SOLAR IND   ,Solar Explosives Limited (BSE code:532725)   ,Chemicals
507315,SAKTHI SUGAR,Sakthi Sugar (Bse Code: 507315 ),Sugar
511688,MATHEW EASOW,MATHEW EASOW (BSE code:511688)   ,Others
502445,ROHIT PULP  ,Rohit Pulp   (Bse Code: 502445 ),Paper
532607,ONTRACK     ,Ontrack Systems Ltd(NDA) (BSE code:532607)   ,IT
509040,NETLINK SOLU,Netlink Solu (Bse Code: 509040 ),IT
532716,GILLA ARBUT ,Gillanders Arbuthnot & Company Ltd (BSE code:532716)   ,Others
524494,IPCA LAB.LTD,IPCA Laboratories Limited (BSE code:524494)   ,Pharmaceuticals
514175,VARDHMAN POL,Vardhman Polytex Ltd. (BSE code:514175)   ,Textile
509715,JAYSHREE TEA,Jayshree Tea (Bse Code: 509715 ),Agricultural Related
509930,SUPREM IND  ,Suprem Ind   (Bse Code: 509930 ),Plastic Processing
523648,PLASTIBLEND ,Plastiblend India Ltd. (BSE code:523648)   ,Others
533644,Mb Switch   ,Mb Switch   ,Engineering
934831,Mfinncd1c   ,Mfinncd1c   ,Un classified
531281,P.G.Ind.Ltd.,P.G.Ind.Ltd.,Mining
531521,Desh Rakshak,Desh Rakshak,Others
533493,Tftf2ab     ,Tftf2ab     ,Un classified
530601,Jagson Fin. ,Jagson Fin. ,Financial Services
530267,Saboo Bros. ,Saboo Bros. ,Engineering
531667,Shree Surgov,Shree Surgov,Chemicals
524632,Relish Phar.,Relish Phar.,Pharmaceuticals
946042,Edel30jan09 ,Edel30jan09 ,Un classified
533232,Tftf1a      ,Tftf1a      ,Un classified
534312,Mt Educare  ,Mt Educare  ,Others
534309,Nbcc Ltd    ,Nbcc Ltd    ,Real Estate
935174,0mmfl20     ,0mmfl20     ,Un classified
526001,Jaus Polymer,Jaus Polymer,Un classified
949327,Eclf4f302   ,Eclf4f302   ,Un classified
947503,Ecl30sep11f ,Ecl30sep11f ,Un classified
935140,0stfc2019   ,0stfc2019   ,Un classified
536993,Rcledpladg  ,Rcledpladg  ,Un classified
935156,1075mfl15b  ,1075mfl15b  ,Un classified
523353,Cdr Health  ,Cdr Health  ,Un classified
912458,Indhotelccd ,Indhotelccd ,Un classified
948537,Rcl20sep12b ,Rcl20sep12b ,Un classified
538611,Asscerl     ,Asscerl     ,Un classified
950492,846pfc28    ,846pfc28    ,Un classified
948069,Kmpl28jun12 ,Kmpl28jun12 ,Un classified
934990,1350mmfl17  ,1350mmfl17  ,Un classified
948514,Rcl3aug12i  ,Rcl3aug12i  ,Un classified
935196,1275dsk2021 ,1275dsk2021 ,Un classified
935176,1150kfl15   ,1150kfl15   ,Un classified
948294,1495ecl13   ,1495ecl13   ,Un classified
961776,846rec28    ,846rec28    ,Un classified
972336,Nabardsr2c1 ,Nabardsr2c1 ,Un classified
514400,Garware Syn.,Garware Syn.,Un classified
949568,12sssspl18  ,12sssspl18  ,Un classified
523351,Std Shoe    ,Std Shoe    ,Un classified
934910,0sifl18     ,0sifl18     ,Un classified
536799,Srs Finance ,Srs Finance ,Un classified
534613,Ipru1956    ,Ipru1956    ,Un classified
534712,Idfcftps4g  ,Idfcftps4g  ,Un classified
934933,1075scuf17g ,1075scuf17g ,Un classified
948521,Rcl31jul12a ,Rcl31jul12a ,Un classified
537201,Rclendplbg  ,Rclendplbg  ,Un classified
934936,1075scuf17j ,1075scuf17j ,Un classified
948507,Rcl16jul12b ,Rcl16jul12b ,Un classified
948601,Ecll3k201   ,Ecll3k201   ,Un classified
948304,Ecle5e202   ,Ecle5e202   ,Un classified
537253,Sunil Health,Sunil Health,Un classified
948598,Ecll4k201   ,Ecll4k201   ,Un classified
948515,Ecla4i201   ,Ecla4i201   ,Un classified
934896,12mfl18     ,12mfl18     ,Un classified
536083,H1001a27dd  ,H1001a27dd  ,Un classified
934953,1185ecl19c  ,1185ecl19c  ,Un classified
961813,876hudco34  ,876hudco34  ,Un classified
934951,1160ecl17a  ,1160ecl17a  ,Un classified
934952,0ecl2017b   ,0ecl2017b   ,Un classified
961819,866iifcl34b ,866iifcl34b ,Un classified
934954,0ecl2019d   ,0ecl2019d   ,Un classified
537007,Nifetf      ,Nifetf      ,Un classified
934940,0mfl2015a   ,0mfl2015a   ,Un classified
537392,Arunjyoti En,Arunjyoti En,Un classified
961826,875nhai29   ,875nhai29   ,Un classified
948327,Karvyb24    ,Karvyb24    ,Un classified
934946,0mfl17g     ,0mfl17g     ,Un classified
961824,852nhai24   ,852nhai24   ,Un classified
536994,Rclendplad  ,Rclendplad  ,Un classified
934955,1075mfl16i  ,1075mfl16i  ,Un classified
934961,0mfl15vii   ,0mfl15vii   ,Un classified
961830,865irfc29   ,865irfc29   ,Un classified
537524,Hsgil       ,Hsgil       ,Un classified
934964,0mfl19x     ,0mfl19x     ,Un classified
961799,818pfc23    ,818pfc23    ,Un classified
961829,848irfc24   ,848irfc24   ,Un classified
934950,0mfl19k     ,0mfl19k     ,Un classified
934958,1125mfl16iv ,1125mfl16iv ,Un classified
535337,Licnfrggp   ,Licnfrggp   ,Un classified
536329,Hcpo36mard  ,Hcpo36mard  ,Un classified
947034,Ecl24dec10  ,Ecl24dec10  ,Un classified
949613,10vfpl2018  ,10vfpl2018  ,Un classified
934965,0mfl20xi    ,0mfl20xi    ,Un classified
948904,Ecle6b303   ,Ecle6b303   ,Un classified
537708,Kotaknifty  ,Kotaknifty  ,Un classified
948176,Ecle5e201   ,Ecle5e201   ,Un classified
934942,12mfl16c    ,12mfl16c    ,Un classified
947298,Ecl23may11d ,Ecl23may11d ,Un classified
948762,Rcl30nov12d ,Rcl30nov12d ,Un classified
961713,Pfcbs3      ,Pfcbs3      ,Un classified
539786,Dune        ,Dune        ,Un classified
948635,Eclk5e201   ,Eclk5e201   ,Un classified
715023,Ilfs30mar16 ,Ilfs30mar16 ,Un classified
538704,D29sm40rd   ,D29sm40rd   ,Un classified
539844,Equitas     ,Equitas     ,Un classified
935664,739nhai31a  ,739nhai31a  ,Un classified
935656,115kfl22    ,115kfl22    ,Un classified
539660,Sahyog      ,Sahyog      ,Un classified
512091,Anshuni Com.,Anshuni Com.,Un classified
949809,Ecll6d301   ,Ecll6d301   ,Un classified
953547,1125sobha18 ,1125sobha18 ,Un classified
951281,Efila6k401  ,Efila6k401  ,Un classified
951946,Efilc7c501a ,Efilc7c501a ,Un classified
949037,Eclf6e301   ,Eclf6e301   ,Un classified
539853,Goldencap   ,Goldencap   ,Un classified
531503,Maris Spin. ,Maris Spin. ,Un classified
539833,Sicltd      ,Sicltd      ,Un classified
530929,Euro Asia   ,Euro Asia   ,Un classified
951282,Efilb6k401  ,Efilb6k401  ,Un classified
949933,Ecla6e401   ,Ecla6e401   ,Un classified
972777,721rec22    ,721rec22    ,Un classified
952202,1725kehi18  ,1725kehi18  ,Un classified
539861,Skil        ,Skil        ,Un classified
710054,Rswmocrps   ,Rswmocrps   ,Un classified
953458,175vhl19a   ,175vhl19a   ,Un classified
715020,1646ilfs22e ,1646ilfs22e ,Un classified
935538,689rec25    ,689rec25    ,Un classified
539864,Ghushine    ,Ghushine    ,Un classified
951801,Efilb7c501  ,Efilb7c501  ,Un classified
949965,Eclb6b401   ,Eclb6b401   ,Un classified
539871,Thyrocare   ,Thyrocare   ,Un classified
539874,Ujjivan     ,Ujjivan     ,Un classified
539872,Bajajhcare  ,Bajajhcare  ,Un classified
935648,1025kfl18   ,1025kfl18   ,Un classified
949707,Eclc6b301   ,Eclc6b301   ,Un classified
539876,Crompton    ,Crompton    ,Un classified
951804,Efilc6b501a ,Efilc6b501a ,Un classified
953646,1690sppl21  ,1690sppl21  ,Un classified
935700,9mfl19a     ,9mfl19a     ,Un classified
935694,875mfl19    ,875mfl19    ,Un classified
953644,18fbpl21    ,18fbpl21    ,Un classified
935692,850mfl18    ,850mfl18    ,Un classified
948852,Ecla6c301   ,Ecla6c301   ,Un classified
948856,Ecll5c201   ,Ecll5c201   ,Un classified
950334,0gipl2016b  ,0gipl2016b  ,Un classified
539838,Drreddy*    ,Drreddy*    ,Un classified
539311,Nfil        ,Nfil        ,Un classified
539883,Pilaniinvs  ,Pilaniinvs  ,Un classified
800180,750goi2034  ,750goi2034  ,Un classified
539889,Paragmilk   ,Paragmilk   ,Un classified
935496,0mfl2017c   ,0mfl2017c   ,Un classified
539884,Darshanorna ,Darshanorna ,Un classified
538796,Sdafvgr     ,Sdafvgr     ,Un classified
972787,721irfc22a  ,721irfc22a  ,Un classified
951379,Efilb6l401  ,Efilb6l401  ,Un classified
530313,Laurel Organ,Laurel Organ,Un classified
935704,0mfl17a1    ,0mfl17a1    ,Un classified
948969,Eclb4c301   ,Eclb4c301   ,Un classified
935526,1075mfl18   ,1075mfl18   ,Un classified
539895,Sagl        ,Sagl        ,Un classified
539474,Axishb28gp  ,Axishb28gp  ,Un classified
949313,Eclf6f301   ,Eclf6f301   ,Un classified
524675,Kabsons Indu,Kabsons Indu,Un classified
949987,Rcl18mar14b ,Rcl18mar14b ,Un classified
800181,740goi2035  ,740goi2035  ,Un classified
948916,Karvyb32    ,Karvyb32    ,Un classified
504356,Multi-Purpos,Multi-Purpos,Un classified
950007,Rcl21mar14b ,Rcl21mar14b ,Un classified
539134,Hfefbrg     ,Hfefbrg     ,Un classified
950019,Rclsr226    ,Rclsr226    ,Un classified
539805,H1190m36rq  ,H1190m36rq  ,Un classified
800251,Sgb20151    ,Sgb20151    ,Un classified
935732,844mmfsl21  ,844mmfsl21  ,Un classified
948693,Eclc6l202   ,Eclc6l202   ,Un classified
539921,Seil        ,Seil        ,Un classified
935762,0kfl17b     ,0kfl17b     ,Un classified
949793,Ecld6c302   ,Ecld6c302   ,Un classified
539469,Apunka      ,Apunka      ,Un classified
935754,Mmfsl21     ,Mmfsl21     ,Un classified
539917,Nagarfert   ,Nagarfert   ,Un classified
537648,Ipru2262    ,Ipru2262    ,Un classified
539246,Jel         ,Jel         ,Un classified
935764,975kfl18    ,975kfl18    ,Un classified
539784,Licnfnhgp   ,Licnfnhgp   ,Un classified
639874,Ujjivan     ,Ujjivan     ,Un classified
539939,Yashchem    ,Yashchem    ,Un classified
935710,0mfl19a4    ,0mfl19a4    ,Un classified
539296,Sdafxgr     ,Sdafxgr     ,Un classified
948948,Eclb6e302   ,Eclb6e302   ,Un classified
539679,Kapilraj    ,Kapilraj    ,Un classified
504365,Riddhi Synth,Riddhi Synth,Un classified
952003,Ecld6d501a  ,Ecld6d501a  ,Un classified
539940,Maxvil      ,Maxvil      ,Un classified
935708,0mfl18a3    ,0mfl18a3    ,Un classified
949058,Eclc6e301   ,Eclc6e301   ,Un classified
935473,115mmfl18   ,115mmfl18   ,Un classified
539944,Rxxx1sr2g   ,Rxxx1sr2g   ,Un classified
935610,728ireda26  ,728ireda26  ,Un classified
539693,Alora       ,Alora       ,Un classified
935419,950mfl20c   ,950mfl20c   ,Un classified
935698,875mfl18a   ,875mfl18a   ,Un classified
538577,Ipru2428    ,Ipru2428    ,Un classified
539804,H1190m36rd  ,H1190m36rd  ,Un classified
948757,Eclc6a303   ,Eclc6a303   ,Un classified
935774,1115kfl22   ,1115kfl22   ,Un classified
539957,Mgl         ,Mgl         ,Un classified
539956,Taalent     ,Taalent     ,Un classified
539873,Bronze      ,Bronze      ,Un classified
539979,Digjamltd   ,Digjamltd   ,Un classified
539982,Asyl        ,Asyl        ,Un classified
539335,Chplind     ,Chplind     ,Un classified
935562,1150kfl22g  ,1150kfl22g  ,Un classified
949067,Rcl03apr13d ,Rcl03apr13d ,Un classified
539963,Zeal        ,Zeal        ,Un classified
539697,Airl        ,Airl        ,Un classified
539978,Quess       ,Quess       ,Un classified
539985,Titaanium   ,Titaanium   ,Un classified
539981,Maxindia    ,Maxindia    ,Un classified
949885,Ecle6d301   ,Ecle6d301   ,Un classified
539986,Comsyn      ,Comsyn      ,Un classified
949932,Ecld72402   ,Ecld72402   ,Un classified
912253,Icic M5-Ddb-,Icic M5-Ddb-,Un classified
948815,Ecld6a302   ,Ecld6a302   ,Un classified
948875,Ecld6b303   ,Ecld6b303   ,Un classified
949199,Ecld4d306   ,Ecld4d306   ,Un classified
954236,1150boipera ,1150boipera ,Un classified
960633,Iccgb2 Feb01,Iccgb2 Feb01,Un classified
912433,Icmmp2 Jul99,Icmmp2 Jul99,Un classified
949470,848iifcl28b ,848iifcl28b ,Un classified
949561,Rcl04oct13g ,Rcl04oct13g ,Un classified
949479,Rcl06sep13a ,Rcl06sep13a ,Un classified
539332,Navkarcorp  ,Navkarcorp  ,Un classified
948240,Rfl08aug12c ,Rfl08aug12c ,Un classified
539331,Veto        ,Veto        ,Un classified
950111,Eclf5c401   ,Eclf5c401   ,Un classified
538924,Ipru2591    ,Ipru2591    ,Un classified
539201,Satia       ,Satia       ,Un classified
949387,Eclj5g301   ,Eclj5g301   ,Un classified
539353,Swarajauto  ,Swarajauto  ,Un classified
935453,1025sefl22i ,1025sefl22i ,Un classified
539398,Vishalbl    ,Vishalbl    ,Un classified
949421,Rcl13aug13b ,Rcl13aug13b ,Un classified
750572,Decngoldlr  ,Decngoldlr  ,Un classified
539399,Bellacasa   ,Bellacasa   ,Un classified
526073,Galaxy Bear.,Galaxy Bear.,Un classified
950695,Efil120814a ,Efil120814a ,Un classified
972610,Ifci150910c ,Ifci150910c ,Un classified
539403,Cbcsl       ,Cbcsl       ,Un classified
961902,728ntpc30b  ,728ntpc30b  ,Un classified
530361,Seagold Aqua,Seagold Aqua,Un classified
539492,Goldenprop  ,Goldenprop  ,Un classified
590125,Crmfgetf    ,Crmfgetf    ,Financial Services
534328,Hexatradex  ,Hexatradex  ,Un classified
531274,Kinetic Trus,Kinetic Trus,Financial Services
534425,Speciality R,Speciality R,Tourism and Hotels
972713,Ifci150212a ,Ifci150212a ,Un classified
534422,Monarch Heal,Monarch Heal,HealthcareandHospitals
961716,Pfcbt1s2    ,Pfcbt1s2    ,Un classified
521232,Sunil Indus.,Sunil Indus.,Textile
946745,Ecl03may10b ,Ecl03may10b ,Un classified
511149,Remi Securit,Remi Securit,Financial Services
511539,Vijay Growth,Vijay Growth,Financial Services
506041,Mahesh.Agr. ,Mahesh.Agr. ,Others
534020,Ipru1881    ,Ipru1881    ,Un classified
947214,Ecl25mar11d ,Ecl25mar11d ,Un classified
523838,SIMPLX INFRA,Simplex Infrastructure Limited (BSE code:523838)   ,Construction and Building Materials
526143,MILTON PLAST,Milton Plastics Ltd(NDA) (BSE code:526143)   ,Plastic Processing
526465,RAGHAV IND. ,Raghav Industries Ltd. (BSE code:526465)   ,Financial Services
517224,SUJANA INDUS,Sujana Universal Industries Ltd(NDA) (BSE code:517224)   ,Consumer Durables
522073,HI-TECH GEAR,Hi-Tech Gears Ltd (BSE code:522073)   ,Auto Ancillaries
507892,SU-RAJ DIAM.,Su-Raj Diam. (Bse Code: 507892 ),Fashion and personal items
513397,VALLABH STEL,Vallabh Steels Ltd (BSE code:513397)   ,Steel
532727,ADHUNIK MET ,Adhunik Metaliks Limited (BSE code:532727)   ,Steel
532887,SUJANATOWER ,Sujana Towers Limited. (BSE code:532887)   ,Power
530025,SAMYAK INT  ,SAMYAK INT (BSE code:530025)   ,Financial Services
530145,KISAN MOULD.,Kisan Mouldings Ltd(NDA) (BSE code:530145)   ,Others
531497,MADHUCON PRJ,Madhucon Projects Ltd. (BSE code:531497)   ,Construction and Building Materials
531539,RISHABH DIGH,Rishabh Digha Steel & Allied Produc(NDA) (BSE code:531539)   ,Steel
532031,SARANG CHEM.,SARANG CHEMI (BSE code:532031)   ,Chemicals
530973,ALFA ICA (I),ALFAICA(IND) (BSE code:530973)   ,Packaging
532113,BRIJLAXMI LE,BRIJLAX LEAS (BSE INDONEXT) (BSE code:532113)   ,Financial Services
507442,DHARANI SUG ,Dharani Sug  (Bse Code: 507442 ),Sugar
505890,KENNAMETAL  ,Kennametal   (Bse Code: 505890 ),Engineering
530405,JINDAL CAP. ,JINDAL CAP. (BSE code:530405)   ,Financial Services
500116,IDBI BANK L ,Idbi Bank L  (Bse Code: 500116 ),Banks
503031,PENLAND LTD ,Penland Ltd  (Bse Code: 503031 ),Real Estate
532293,SOFTWARE TEC,Software Technology Group Internati(NDA) (BSE code:532293)   ,IT
512169,Capricorn   ,Capricorn   ,IT
533676,Indo Thai   ,Indo Thai   ,Un classified
511597,Palsoft Info,Palsoft Info,IT
531771,Towa Sokki  ,Towa Sokki  ,Engineering
531463,Asianlak Cap,Asianlak Cap,Financial Services
532021,Senbo Ind.  ,Senbo Ind.  ,Pharmaceuticals
526081,Sheel Int.  ,Sheel Int.  ,Food Processing
512113,Dahyabhai   ,Dahyabhai   ,Others
570004,Jislbndvr   ,Jislbndvr   ,Plastic Processing
530683,Pithamp.Poly,Pithamp.Poly,Packaging
533758,Apl Apollo  ,Apl Apollo  ,Steel
533761,Gpt Infra   ,Gpt Infra   ,Construction and Building Materials
531295,Sunlake     ,Sunlake     ,Tourism and Hotels
633248,Gppl        ,Gppl        ,Un classified
949558,Rcl09oct13d ,Rcl09oct13d ,Un classified
950099,Rcl04apr14a ,Rcl04apr14a ,Un classified
950639,Eclg7k401   ,Eclg7k401   ,Un classified
951972,Efilc8c501a ,Efilc8c501a ,Un classified
935475,0mmfl19     ,0mmfl19     ,Un classified
539524,Lalpathlab  ,Lalpathlab  ,Un classified
810573,799mahsdl25 ,799mahsdl25 ,Un classified
539523,Alkem       ,Alkem       ,Un classified
935479,0mmfl21     ,0mmfl21     ,Un classified
539544,Abhiinfra   ,Abhiinfra   ,Un classified
539391,Acme        ,Acme        ,Un classified
539070,Rcbfiicg    ,Rcbfiicg    ,Un classified
935534,1075mfl18a  ,1075mfl18a  ,Un classified
506935,Cont.Chem   ,Cont.Chem   ,Un classified
539525,Navketan    ,Navketan    ,Un classified
935379,0kfl2021g   ,0kfl2021g   ,Un classified
539012,Megrisoft   ,Megrisoft   ,Un classified
539494,Smartfin    ,Smartfin    ,Un classified
935554,0kfl17c     ,0kfl17c     ,Un classified
539515,Gmlm        ,Gmlm        ,Un classified
951526,Karvyb43ii  ,Karvyb43ii  ,Un classified
960523,Icimm2 Nov99,Icimm2 Nov99,Un classified
539686,Kpel        ,Kpel        ,Un classified
934975,1094srei19j ,1094srei19j ,Un classified
948543,Kmpl31oct12 ,Kmpl31oct12 ,Un classified
935688,729nabard26 ,729nabard26 ,Un classified
539408,Kuberji     ,Kuberji     ,Un classified
935690,764nabard31 ,764nabard31 ,Un classified
935686,735nabard31 ,735nabard31 ,Un classified
961707,Iifclbdis3  ,Iifclbdis3  ,Un classified
949886,Ecla6c303   ,Ecla6c303   ,Un classified
951148,Rcl28oct14a ,Rcl28oct14a ,Un classified
961714,Pfcbs4      ,Pfcbs4      ,Un classified
961711,Pfcbs1      ,Pfcbs1      ,Un classified
961712,Pfcbs2      ,Pfcbs2      ,Un classified
949636,Ecl6nov13f  ,Ecl6nov13f  ,Un classified
537867,Hrgessrd2   ,Hrgessrd2   ,Un classified
935748,88mmfsl23   ,88mmfsl23   ,Un classified
935760,Mmfsl26a    ,Mmfsl26a    ,Un classified
935740,872mmfsl26  ,872mmfsl26  ,Un classified
935752,9mmfsl26    ,9mmfsl26    ,Un classified
935744,87mmfsl21   ,87mmfsl21   ,Un classified
539820,P1dgrw2019  ,P1dgrw2019  ,Un classified
539997,Kpl         ,Kpl         ,Un classified
540005,Lti         ,Lti         ,Un classified
947651,Rfl30nov11  ,Rfl30nov11  ,Un classified
935782,975ehfl21   ,975ehfl21   ,Un classified
954235,1150boiper  ,1150boiper  ,Un classified
935768,11kfl19a    ,11kfl19a    ,Un classified
935788,10ehfl26    ,10ehfl26    ,Un classified
950302,Ecle7h401   ,Ecle7h401   ,Un classified
948864,Eclc6a301   ,Eclc6a301   ,Un classified
935706,0mfl17a2    ,0mfl17a2    ,Un classified
935790,0ehfl26     ,0ehfl26     ,Un classified
539992,Lloydsteel  ,Lloydsteel  ,Un classified
951787,Efilb7b502a ,Efilb7b502a ,Un classified
953371,Ecla9a603a  ,Ecla9a603a  ,Un classified
935786,957ehfl26   ,957ehfl26   ,Un classified
540006,Bull        ,Bull        ,Un classified
948838,Ecld6a304   ,Ecld6a304   ,Un classified
539255,Stardelta   ,Stardelta   ,Un classified
539301,Arvinfra    ,Arvinfra    ,Un classified
539302,Powermech   ,Powermech   ,Un classified
952516,12sl17      ,12sl17      ,Un classified
935467,11mmfl17    ,11mmfl17    ,Un classified
949580,Ecli5l301   ,Ecli5l301   ,Un classified
949468,275ecl2015  ,275ecl2015  ,Un classified
949366,Ecli5f301   ,Ecli5f301   ,Un classified
539334,Shreepushk  ,Shreepushk  ,Un classified
539333,Penpebs     ,Penpebs     ,Un classified
948301,Ecle5f201   ,Ecle5f201   ,Un classified
539337,Hkt         ,Hkt         ,Un classified
522036,Miven Machin,Miven Machin,Un classified
539363,Skc         ,Skc         ,Un classified
948511,Rcl4jul12f  ,Rcl4jul12f  ,Un classified
539405,Ditco       ,Ditco       ,Un classified
500380,JK LAKSHMI  ,Jk Lakshmi   (Bse Code: 500380 ),Cement
500439,VARD HOLDNG ,Vard Holdng  (Bse Code: 500439 ),Financial Services
506720,ZANDU PHARM ,Zandu Pharm  (Bse Code: 506720 ),Pharmaceuticals
500418,TOKYO PLAST ,Tokyo Plast  (Bse Code: 500418 ),Plastic Processing
509486,CAPRIHANS   ,Caprihans    (Bse Code: 509486 ),Plastic Processing
533252,Welspun Inv ,Welspun Inv ,Others
513627,Krishna Ferr,Krishna Ferr,Engineering
750489,Sbmlr       ,Sbmlr       ,Un classified
500307,NIRLON      ,Nirlon       (Bse Code: 500307 ),Textile
500234,KAKATIYA CEM,Kakatiya Cem (Bse Code: 500234 ),Cement
500267,MAJESTIC AUT,Majestic Aut (Bse Code: 500267 ),Automobiles
500250,L.G.BALKRISH,L.G.Balkrish (Bse Code: 500250 ),Tyres
500399,STEELCO GUJ.,Steelco Guj. (Bse Code: 500399 ),Steel
500400,TATA POWER  ,Tata Power   (Bse Code: 500400 ),Power
500355,RALLIS INDIA,Rallis India (Bse Code: 500355 ),Agricultural Related
507410,WALCHANDNGR ,Walchandngr  (Bse Code: 507410 ),Engineering
500038,BALRAM.CHINI,Balram.Chini (Bse Code: 500038 ),Sugar
531928,GOLDEN CARPE,GOLDEN CARPE (BSE code:531928)   ,Textile
500850,INDIAN HOTEL,Indian Hotel (Bse Code: 500850 ),Tourism and Hotels
