ScripID,ScripCode,ScripName,OurSectorClassification
961800,854pfc28    ,854pfc28    ,Un classified
538119,Rnb Denims  ,Rnb Denims  ,Un classified
934922,1125mfl16b  ,1125mfl16b  ,Un classified
948296,17ecl13     ,17ecl13     ,Un classified
536974,Captain Poly,Captain Poly,Un classified
536960,M100        ,M100        ,Un classified
934921,1075mfl15a  ,1075mfl15a  ,Un classified
532035,Unistar Mult,Unistar Mult,Un classified
948378,Ecla4g201   ,Ecla4g201   ,Un classified
934900,0mfl18a     ,0mfl18a     ,Un classified
600180,Hdfc Bank Lt,Hdfc Bank Lt,Un classified
536995,Rclendplag  ,Rclendplag  ,Un classified
600770,Tata Chemica,Tata Chemica,Un classified
934927,0mfl2015g   ,0mfl2015g   ,Un classified
961810,891ntpc33   ,891ntpc33   ,Un classified
961809,873ntpc28   ,873ntpc28   ,Un classified
934924,1125mfl15d  ,1125mfl15d  ,Un classified
934930,0mfl2018j   ,0mfl2018j   ,Un classified
961808,866ntpc23   ,866ntpc23   ,Un classified
947307,Kmpl22jun11 ,Kmpl22jun11 ,Un classified
949483,Eclg4h303   ,Eclg4h303   ,Un classified
961881,863irfc29   ,863irfc29   ,Un classified
750546,Tatapowerlr ,Tatapowerlr ,Un classified
537985,Infronics Sy,Infronics Sy,Un classified
961865,896hudco34  ,896hudco34  ,Un classified
947346,Ecl300611b  ,Ecl300611b  ,Un classified
934978,12mmfl15    ,12mmfl15    ,Un classified
948777,Rcl29oct12o ,Rcl29oct12o ,Un classified
538019,Obi Ltd     ,Obi Ltd     ,Un classified
800148,826goi2027  ,826goi2027  ,Un classified
961863,898hudco29  ,898hudco29  ,Un classified
961879,819irfc24   ,819irfc24   ,Un classified
537707,Ett Ltd     ,Ett Ltd     ,Un classified
538057,Cpse Etf    ,Cpse Etf    ,Un classified
948983,Rcl11mar13a ,Rcl11mar13a ,Un classified
948855,Ecll3c201   ,Ecll3c201   ,Un classified
935030,125mfl17    ,125mfl17    ,Un classified
972857,848nhai2028 ,848nhai2028 ,Un classified
961811,851hudco24  ,851hudco24  ,Un classified
961893,841iifcl24b ,841iifcl24b ,Un classified
538180,Gold Line   ,Gold Line   ,Un classified
949144,Ecld4d304   ,Ecld4d304   ,Un classified
934994,1025mfl16a  ,1025mfl16a  ,Un classified
506355,CHEMPLAST SA,Chemplast Sa (Bse Code: 506355 ),Petro Chemicals
532705,JAGRAN PRAK ,Jagran Prakashan Limited (BSE code:532705)   ,Media and Entertainment
506457,GUJ.CARBON  ,Guj.Carbon   (Bse Code: 506457 ),Chemicals
590041,KAVERI TELE ,Kavveri Telecom Products Ltd. (BSE code:590041)   ,Telecom
517556,PVP VENT LTD,PVP Ventures Limited (BSE code:517556)   ,IT
524038,VENLON ENTR ,Venlon Enterprises Limited (BSE code:524038)   ,Packaging
512565,R.T.EXPORTS ,RT Exports Ltd (BSE code:512565)   ,Food Processing
524208,AARTI INDUST,Aarti Industries Ltd. (BSE code:524208)   ,Chemicals
500059,BINANI IND. ,Binani Ind.  (Bse Code: 500059 ),Non Ferrous Metals
511672,CLAURS      ,CLARUS (BSE code:511672)   ,Financial Services
513108,GANDHI SP.TU,Gandhi Special Tubes Ltd(NDA) (BSE code:513108)   ,Steel
506919,MAKERS LAB. ,Makers Lab.  (Bse Code: 506919 ),Pharmaceuticals
532376,MRO-TEK LTD*,Mro-Tek Limited (BSE code:532376)   ,IT
523363,STERL.HOL.RS,Sterling Holiday Resorts India Ltd. (BSE code:523363)   ,Tourism and Hotels
531234,VICTORY PAPR,VICTORY PAPE (BSE code:531234)   ,Paper
521222,SANBLUE     ,Sanblue      (Bse Code: 521222 ),Textile
533247,Tfha90a     ,Tfha90a     ,Un classified
531502,Esaar (I)Ltd,Esaar (I)Ltd,Financial Services
533285,Rdb Realty  ,Rdb Realty  ,Real Estate
533286,Moil Ltd    ,Moil Ltd    ,Mining
533287,Zee Learn   ,Zee Learn   ,Others
946317,Edeli0i901  ,Edeli0i901  ,Un classified
946117,Barclays78  ,Barclays78  ,Un classified
533293,Kirloil Eng ,Kirloil Eng ,Engineering
526443,Datasoft App,Datasoft App,IT
533294,Ravi Kumar  ,Ravi Kumar  ,Breweries and Distilleries
533146,DLINK IND   ,Dlink Ind    (Bse Code: 533146 ),IT
507260,OUDH SUGAR  ,Oudh Sugar   (Bse Code: 507260 ),Sugar
507796,JHAV FLEXO  ,Jhav Flexo   (Bse Code: 507796 ),Packaging
502873,H.P.COTTON  ,H.P.Cotton   (Bse Code: 502873 ),Textile
500257,LUPIN LTD.  ,Lupin Ltd.   (Bse Code: 500257 ),Pharmaceuticals
502933,KATARE SPG. ,Katare Spg.  (Bse Code: 502933 ),Textile
507435,KHOD.INDIA  ,Khod.India   (Bse Code: 507435 ),Breweries and Distilleries
500540,PREMIER LTD ,Premier Ltd  (Bse Code: 500540 ),Automobiles
500372,SAMTEL COL  ,Samtel Col   (Bse Code: 500372 ),Consumer Durables
511411,SHRISTINFRA ,Shristinfra  (Bse Code: 511411 ),Infrastructure Facilities
504605,UNI ABEX    ,Uni Abex     (Bse Code: 504605 ),Steel
533151,D B CORP    ,D B Corp     (Bse Code: 533151 ),Media and Entertainment
504382,SIMPLEX TRAD,Simplex Trad (Bse Code: 504382 ),Others
500870,CASTROL     ,Castrol      (Bse Code: 500870 ),Oil and Gas
507944,BAJAJ STEEL ,Bajaj Steel  (Bse Code: 507944 ),Packaging
502241,IAG CO.LTD. ,Iag Co.Ltd.  (Bse Code: 502241 ),Others
500201,IND.GLYCOLS ,Ind.Glycols  (Bse Code: 500201 ),Chemicals
500119,DHAMPUR SUGA,Dhampur Suga (Bse Code: 500119 ),Sugar
533170,TAMBOLI CAP ,Tamboli Cap ,Financial Services
934804,STF NCD4 OT ,Stf Ncd4 Ot ,Un classified
934793,Stf Ncd1 Re ,Stf Ncd1 Re ,Un classified
533012,LANDMRK PRO ,Landmark Property Development Co Ltd (BSE code:533012)   ,Real Estate
530585,SWASTIK INV ,SWASTIK INV (BSE code:530585)   ,Financial Services
505160,TALBROS AUTO,Talbros Auto (Bse Code: 505160 ),Auto Ancillaries
532780,PARSVNATH   ,Parsvnath Developers Limited (BSE code:532780)   ,Real Estate
522087,SULZER(IND) ,Sulzer India Ltd (BSE code:522087)   ,Engineering
524264,UNIMER INDIA,Unimers India Limited (BSE code:524264)   ,Petro Chemicals
524336,SH.HARI CHEM,Shree Hari Chem Exports Ltd(NDA) (BSE code:524336)   ,Textile
524372,ORCHID CHEM ,Orchid Chemicals & Pharmaceuticals Ltd (BSE code:524372)   ,Pharmaceuticals
524711,VISTA PHARMA,Vista Pharmaceuticals Ltd(NDA) (BSE code:524711)   ,Pharmaceuticals
513629,TULSYAN NEC ,Tulsyan NEC Ltd(NDA) (BSE code:513629)   ,Steel
972390,NABARD2I2   ,Nabard2i2    (Bse Code: 972390 ),Un classified
590109,SHARIA BEES ,SHARIA BEES (BSE code:590109)   ,Financial Services
533119,TFMP25ASDR  ,TFMP25ASDR (BSE code:533119)   ,Financial Services
530499,A.K.CAPITAL ,AK Capital Services Ltd (BSE code:530499)   ,Financial Services
533096,ADANI POWER ,Adani Power Limited (BSE code:533096)   ,Power
532413,CEREBRA INTE,CEREBRA INT (BSE code:532413)   ,IT
526546,CHOKSI LABOR,CHOKSI LABOR (BSE code:526546)   ,HealthcareandHospitals
506373,CITURGIA BIO,Citurgia Bio (Bse Code: 506373 ),Chemicals
516003,SARDA PLY.  ,Sarda Plywood Industries Ltd(NDA) (BSE code:516003)   ,Construction and Building Materials
516064,ARROW COATED,Arrow Coated Products Ltd(NDA) (BSE code:516064)   ,Paper
516092,PUDMJEE IND ,PUDMJEE IND (BSE code:516092)   ,Paper
516098,VENTURA TEXL,Ventura Textiles Ltd (BSE code:516098)   ,Textile
526761,HOWARD HOTEL,Howard Hotels Ltd(NDA) (BSE code:526761)   ,Tourism and Hotels
526785,CREST ANIM  ,Crest Animation Studios Limited (BSE code:526785)   ,Media and Entertainment
526823,RAJES FOUND ,Rajeswari Foundations Ltd(NDA) (BSE code:526823)   ,Media and Entertainment
526829,CONFI PETRO ,Confidence Petroleum India Ltd (BSE code:526829)   ,Oil and Gas
526861,RISHI LASER ,Rishi Laser Ltd(NDA) (BSE code:526861)   ,Engineering
526881,FINANC.TEC. ,Financial Technologies (India) Limited (BSE code:526881)   ,IT
531489,CG-VAK SOFTW,CG VAK SOF E (BSE code:531489)   ,IT
531541,AVON ORGANIC,AVON Organics Ltd (BSE code:531541)   ,Chemicals
531556,CORAL (I)FIN,Coral India Finance & Housing Ltd(NDA) (BSE code:531556)   ,Financial Services
531574,VAS INFRA   ,Vas Infrastructure Ltd(NDA) (BSE code:531574)   ,Real Estate
531611,PRRANETA IND,Prraneta Industries Ltd(NDA) (BSE code:531611)   ,Financial Services
531612,KGN IND LTD ,KGN Industries Ltd. (BSE code:531612)   ,Financial Services
531626,SILVER SMITH,SILVER SMITH INDIA INR10 (BSE code:531626)   ,Fashion and personal items
945891,Barclays38  ,Barclays38  ,Un classified
946353,Barclays97  ,Barclays97  ,Un classified
946443,Edeli2j906  ,Edeli2j906  ,Un classified
524590,Dinesh Allor,Dinesh Allor,Others
533192,KCP SUGAR IN,Kcp Sugar In,Sugar
890136,VIDEOCONPP  ,Videoconpp  ,Un classified
912381,Icic-Mmp2-3-,Icic-Mmp2-3-,Un classified
533984,Ipru1873    ,Ipru1873    ,Un classified
534600,Jtl Infra   ,Jtl Infra   ,Un classified
946387,Kmplsrn0905 ,Kmplsrn0905 ,Un classified
531819,Nuway Organi,Nuway Organi,Un classified
947135,Ecl8mar11   ,Ecl8mar11   ,Un classified
948179,Ecld3e201   ,Ecld3e201   ,Un classified
534680,Srg Hfl     ,Srg Hfl     ,Un classified
534675,Prozone Csc ,Prozone Csc ,Un classified
934854,1275iifl18  ,1275iifl18  ,Un classified
934855,1275iifl18a ,1275iifl18a ,Un classified
934856,0iifl18     ,0iifl18     ,Un classified
534691,Comfort Com ,Comfort Com ,Un classified
948167,Ecll3f201   ,Ecll3f201   ,Un classified
534690,Lakshmivilas,Lakshmivilas,Un classified
514296,Haryana Tex ,Haryana Tex ,Un classified
511509,Vivo Bio Tec,Vivo Bio Tec,Un classified
750527,Tv18brdcstr ,Tv18brdcstr ,Un classified
750526,Bajajfinslr ,Bajajfinslr ,Un classified
947455,Ecl04aug11a ,Ecl04aug11a ,Un classified
946848,Ecl31aug10  ,Ecl31aug10  ,Un classified
506822,M.P.Polyprop,M.P.Polyprop,Un classified
512600,Macro Inter.,Macro Inter.,Un classified
947407,Ecl18jul11d ,Ecl18jul11d ,Un classified
534748,Steel Exch  ,Steel Exch  ,Un classified
530231,Subhash Silk,Subhash Silk,Un classified
534757,Focus Ind   ,Focus Ind   ,Un classified
934876,1030sreic   ,1030sreic   ,Un classified
511357,Kailash Auto,Kailash Auto,Un classified
503127,Raja Bahadur,Raja Bahadur,Un classified
946941,Ecl151010   ,Ecl151010   ,Un classified
533737,Smfcp42g    ,Smfcp42g    ,Un classified
750529,Cityunibklr ,Cityunibklr ,Un classified
534090,Ktkfmp77d   ,Ktkfmp77d   ,Un classified
946392,Kmplsrn0907 ,Kmplsrn0907 ,Un classified
534141,Ktkfmp79d   ,Ktkfmp79d   ,Un classified
533447,Ktkfmp50g   ,Ktkfmp50g   ,Un classified
534796,Pankaj Poly ,Pankaj Poly ,Un classified
946900,Ecl08oct10f ,Ecl08oct10f ,Un classified
534804,Care Rating ,Care Rating ,Un classified
946431,Barclays110 ,Barclays110 ,Un classified
534839,Eco Friendly,Eco Friendly,Un classified
948695,11mosecptc  ,11mosecptc  ,Un classified
534644,Idfcftps1h  ,Idfcftps1h  ,Un classified
947286,Orris200511 ,Orris200511 ,Un classified
947413,Ecl29jun11j ,Ecl29jun11j ,Un classified
947458,Ecl05aug11d ,Ecl05aug11d ,Un classified
750531,Bajfinancer ,Bajfinancer ,Un classified
533402,Innov Ind   ,Innov Ind   ,Steel
530617,Sampre Nutri,Sampre Nutri,Food Processing
533412,Aanjaneya   ,Aanjaneya   ,Pharmaceuticals
533477,Enkei Wheel ,Enkei Wheel ,Auto Ancillaries
531754,Fintech Comm,Fintech Comm,Others
934848,1050tcfs14a ,1050tcfs14a ,Un classified
531627,Raghavaepl  ,Raghavaepl  ,Un classified
632819,Mindtree Ltd,Mindtree Ltd,Un classified
948111,17til2014   ,17til2014   ,Un classified
531724,Hrb Floricul,Hrb Floricul,Un classified
531392,Asian Flora ,Asian Flora ,Un classified
934857,1060scuf15a ,1060scuf15a ,Un classified
934858,1075scuf17b ,1075scuf17b ,Un classified
934862,Rfl15b      ,Rfl15b      ,Un classified
534711,Cinemax Ind ,Cinemax Ind ,Un classified
934866,Rfl17f      ,Rfl17f      ,Un classified
934859,Scuf15c     ,Scuf15c     ,Un classified
533699,Rain Comm*  ,Rain Comm*  ,Un classified
505592,Shreekris Bi,Shreekris Bi,Un classified
946849,Ecl06sep10  ,Ecl06sep10  ,Un classified
750548,Easunreyrlr ,Easunreyrlr ,Un classified
947412,Ecl29jul11i ,Ecl29jul11i ,Un classified
934986,1250mmfl17  ,1250mmfl17  ,Un classified
947408,Ecl22jul11e ,Ecl22jul11e ,Un classified
946631,Ail260310   ,Ail260310   ,Un classified
947296,Ecl06may11b ,Ecl06may11b ,Un classified
413228,Pennar Steel,Pennar Steel,Un classified
972377,Nabard11107 ,Nabard11107 ,Un classified
513703,Kumar Wire  ,Kumar Wire  ,Un classified
961883,844irfc24   ,844irfc24   ,Un classified
524502,Raajmedisafe,Raajmedisafe,Un classified
536777,Bslcap16rg  ,Bslcap16rg  ,Un classified
935046,1085scuf19  ,1085scuf19  ,Un classified
948262,Rcl2jun14i  ,Rcl2jun14i  ,Un classified
538268,Wonderla    ,Wonderla    ,Un classified
948474,Eclh4h202   ,Eclh4h202   ,Un classified
935052,0scuf19     ,0scuf19     ,Un classified
948760,Rcl30nov12b ,Rcl30nov12b ,Un classified
538287,Tarang Pro  ,Tarang Pro  ,Un classified
538295,Kausambi    ,Kausambi    ,Un classified
934973,115srei19h  ,115srei19h  ,Un classified
949176,Rcl06may13b ,Rcl06may13b ,Un classified
537483,Relcnx100   ,Relcnx100   ,Un classified
949143,Rcl02may13b ,Rcl02may13b ,Un classified
947528,Kmp04oct11a ,Kmp04oct11a ,Un classified
517172,Starvox Elec,Starvox Elec,Un classified
531365,Naisargik Ag,Naisargik Ag,Un classified
538452,Quasar      ,Quasar      ,Un classified
961869,863rec29    ,863rec29    ,Un classified
934874,984sreia    ,984sreia    ,Un classified
536592,Skfl        ,Skfl        ,Un classified
600257,Lupin Ltd   ,Lupin Ltd   ,Un classified
531826,Dee-Kartavya,Dee-Kartavya,Un classified
536644,Newever     ,Newever     ,Un classified
600620,Great Easte*,Great Easte*,Un classified
536666,Star Ferro  ,Star Ferro  ,Un classified
536659,Thirinfra   ,Thirinfra   ,Un classified
934901,0mfl19      ,0mfl19      ,Un classified
531963,Universal Cr,Universal Cr,Un classified
961786,874hudco33  ,874hudco33  ,Un classified
961785,876hudco28  ,876hudco28  ,Un classified
934915,1075stfc16  ,1075stfc16  ,Un classified
536710,Srgsfl      ,Srgsfl      ,Un classified
934917,1075stf20   ,1075stf20   ,Un classified
961784,839hudco23  ,839hudco23  ,Un classified
531035,Tobu Enter. ,Tobu Enter. ,Un classified
536737,Amrapali Cap,Amrapali Cap,Un classified
947430,Barclays254 ,Barclays254 ,Un classified
934899,0mfl16      ,0mfl16      ,Un classified
536751,Fivex Fin   ,Fivex Fin   ,Un classified
530391,Dot Com     ,Dot Com     ,Un classified
961792,892nhpc33   ,892nhpc33   ,Un classified
600114,Titan Ind.  ,Titan Ind.  ,Un classified
631344,Contain Corp,Contain Corp,Un classified
934920,0stfc20vi   ,0stfc20vi   ,Un classified
961790,843nhpc23   ,843nhpc23   ,Un classified
715001,9ltfin18prf ,9ltfin18prf ,Un classified
948470,Eclk3h204   ,Eclk3h204   ,Un classified
536095,Bslftphldg  ,Bslftphldg  ,Un classified
912394,Icic-Mmp2-28,Icic-Mmp2-28,Un classified
935006,0mfl15g     ,0mfl15g     ,Un classified
948853,Eclc4a301   ,Eclc4a301   ,Un classified
935020,0mfl2015    ,0mfl2015    ,Un classified
538212,Sharp Inv   ,Sharp Inv   ,Un classified
750549,Eco Friendlr,Eco Friendlr,Un classified
800174,601goi2028  ,601goi2028  ,Un classified
935008,0mfl16h     ,0mfl16h     ,Un classified
537200,Rclendplbd  ,Rclendplbd  ,Un classified
934980,1250mmfl15  ,1250mmfl15  ,Un classified
949116,Eclc4d301   ,Eclc4d301   ,Un classified
531470,Nilchem Cap.,Nilchem Cap.,Financial Services
506414,DIL LTD     ,Dil Ltd      (Bse Code: 506414 ),Pharmaceuticals
532825,JAGJANANI   ,Jagjanani Textiles Limited (BSE code:532825)   ,Textile
523160,MORGAN CRU  ,MORGAN CRU (BSE code:523160)   ,Engineering
512559,KOHINORFOODS,Kohinoor Foods Ltd (BSE code:512559)   ,Food Processing
532803,POCHIRAJU IN,Pochiraju Industries Limited (BSE code:532803)   ,Food Processing
506230,ALBR & WILSO,Albr & Wilso (Bse Code: 506230 ),Chemicals
531278,AXIS CAPITAL,AXIS CAPITAL MARKE INR10 (BSE code:531278)   ,Financial Services
531270,DAZZEL CONFI,DAZZEL CONFI (BSE code:531270)   ,Construction and Building Materials
532986,NIRAJ CEMENT,Niraj Cement Structurals Ltd. (BSE code:532986)   ,Construction and Building Materials
533143,RMEDIA WRLD ,Rmedia Wrld  (Bse Code: 533143 ),Media and Entertainment
512449,SVC RES     ,SVC Resources Limited (BSE code:512449)   ,Textile
511147,WALL ST.FIN.,Wall St.Fin. (Bse Code: 511147 ),Financial Services
526835,SILKTEX LTD.,Silktext Ltd(NDA) (BSE code:526835)   ,Textile
532622,GATEWAY DIST,Gateway Distriparks Ltd. (BSE code:532622)   ,Courier and Logistic Services
532411,VISESH INFO.,Visesh Infotecnis Ltd (BSE code:532411)   ,IT
512048,SPLASH MEDIA,SPLASH MEDIA (BSE code:512048)   ,Financial Services
533295,Punjabnsind ,Punjabnsind ,Banks
533296,Agre Develo ,Agre Develo ,Un classified
945866,Barclays25  ,Barclays25  ,Un classified
533297,Kirl Invest ,Kirl Invest ,Un classified
511543,GSB FINANCE ,GSB FINANCE LTD IRN10 (BSE code:511543)   ,Financial Services
532459,AUNDE FAZE  ,Aunde Faze Three Autofab Ltd(NDA) (BSE code:532459)   ,Textile
532505,UCOBANK     ,UCO Bank Limited (BSE code:532505)   ,Banks
532525,BANK MAHA   ,Bank of Maharashtra (BSE code:532525)   ,Banks
532604,SALSTEEL    ,SAL Steel Ltd. (BSE code:532604)   ,Steel
532631,FAME INDIA L,Fame India Ltd. (BSE code:532631)   ,Media and Entertainment
532669,SOUTHBIOTEC ,Southern Online Bio Technologies Limited (BSE code:532669)   ,IT
532693,PUNJ LLOYD  ,Punj Lloyd Limited (BSE code:532693)   ,Engineering
532701,SREE SAKTHI ,Sree Sakthi Paper Mills Limited (BSE code:532701)   ,Paper
532721,VISA STEEL  ,Visa Steel Limited (BSE code:532721)   ,Steel
505685,TAPARIA TOOL,Taparia Tool (Bse Code: 505685 ),Others
504398,SJ CORP LTD ,Sj Corp Ltd  (Bse Code: 504398 ),Others
530035,SANTOSH FINE,SANTOS FINEF (BSE code:530035)   ,Textile
532454,BHARTI ARTL ,Bharti Airtel Limited (BSE code:532454)   ,Telecom
532773,GLOBAL VECT ,Global Vectra Helicorp Limited (BSE code:532773)   ,Courier and Logistic Services
503831,FOMENTO HOTE,Fomento Hote (Bse Code: 503831 ),Tourism and Hotels
531157,ORGANIC COAT,Organic Coatings Ltd(NDA) (BSE code:531157)   ,Others
532724,MOUNT TRAD  ,MOUNT TRAD (BSE code:532724)   ,Financial Services
526753,ROSE LABS.  ,ROSELAB IND (BSE code:526753)   ,Dye Material
523301,TCPL PACK   ,Twenty First Century Printers Ltd(NDA) (BSE code:523301)   ,Packaging
532795,WIRE& WIRLES,Wire and Wireless India Limited (BSE code:532795)   ,Media and Entertainment
523840,INN.TECH.PAC,Inn.Tech.Pac,Packaging
506180,Shri Om Trd ,Shri Om Trd ,Others
511361,Blue Bl.Fin.,Blue Bl.Fin.,Financial Services
531411,TUNI TEXTILE,Tuni Textile,Textile
524752,Combat Drugs,Combat Drugs,Un classified
533202,NITESH EST  ,Nitesh Est  ,Real Estate
533203,TARAPUR TRA ,Tarapur Tra ,Power
508922,STAR LEASING,Star Leasing,Power
505075,SETCO AUTO  ,Setco Auto   (Bse Code: 505075 ),Auto Ancillaries
500012,ANDHRA PETRO,Andhra Petro (Bse Code: 500012 ),Chemicals
511395,BALA TEC GL ,Bala Tec Gl  (Bse Code: 511395 ),Financial Services
501848,GARWAR OFF  ,Garwar Off   (Bse Code: 501848 ),Shipping
502820,DCM LTD.    ,Dcm Ltd.     (Bse Code: 502820 ),Textile
503796,DIGJAM LTD  ,Digjam Ltd   (Bse Code: 503796 ),Textile
509550,GAMMON INDIA,Gammon India (Bse Code: 509550 ),Construction and Building Materials
506532,NITTA GELA  ,Nitta Gela   (Bse Code: 506532 ),Chemicals
502355,BALKRISH IND,Balkrish Ind (Bse Code: 502355 ),Tyres
507984,SER INDUST. ,Ser Indust.  (Bse Code: 507984 ),Courier and Logistic Services
961687,APPMLWARR   ,Appmlwarr   ,Un classified
517077,INDAGIV COMM,Indagiv Comm,Textile
946079,BARCLAYS74  ,Barclays74  ,Un classified
531003,SWARNA SECUR,Swarna Secur,Financial Services
632477,UNIONBANKSL ,Unionbanksl ,Un classified
533408,Bslgoldetf  ,Bslgoldetf  ,Financial Services
511114,Res Pro Inf ,Res Pro Inf ,Financial Services
522233,Jhaveri Weld,Jhaveri Weld,Un classified
972386,Nabard2j2   ,Nabard2j2   ,Un classified
590120,Provest Ser ,Provest Ser ,Financial Services
533427,Vms Industr ,Vms Industr ,Others
521003,Shiv.Suit   ,Shiv.Suit   ,Textile
533452,Weizmann Fx ,Weizmann Fx ,Financial Services
533451,Karma Energ ,Karma Energ ,Power
504731,I Bright St ,I Bright St ,Steel
947036,Ecl21dec10  ,Ecl21dec10  ,Un classified
946444,Edelj2k904  ,Edelj2k904  ,Un classified
533462,Tele Marine ,Tele Marine ,Un classified
531695,Dhvanil Chem,Dhvanil Chem,Chemicals
530475,Tina Oversea,Tina Oversea,Fashion and personal items
533470,Rushil Decor,Rushil Decor,Construction and Building Materials
533469,Birlapacific,Birlapacific,HealthcareandHospitals
524622,Princip.Phar,Princip.Phar,Un classified
533468,Sdf90d45d   ,Sdf90d45d   ,Un classified
511369,First Fin.  ,First Fin.  ,Financial Services
947146,Tata18mar11 ,Tata18mar11 ,Un classified
533482,Readymadestl,Readymadestl,Steel
503681,Elcid Inv   ,Elcid Inv   ,Financial Services
934811,Stfncd 1res ,Stfncd 1res ,Un classified
934815,Stfncd 2unr ,Stfncd 2unr ,Un classified
934810,Stfncd 1oth ,Stfncd 1oth ,Un classified
934812,Stfncd 1unr ,Stfncd 1unr ,Un classified
934814,Stfncd 2res ,Stfncd 2res ,Un classified
506164,Brindaban Ho,Brindaban Ho,Un classified
531712,Rabha Plasti,Rabha Plasti,Plastic Processing
533499,Bglobal     ,Bglobal     ,IT
531401,Khodiyar Ind,Khodiyar Ind,Un classified
523030,Rajdhani.Lea,Rajdhani.Lea,Financial Services
530581,Ekam Leasing,Ekam Leasing,Financial Services
972655,Ifci010811b ,Ifci010811b ,Un classified
947502,Ecl30sep11e ,Ecl30sep11e ,Un classified
947750,Mfl20dec11  ,Mfl20dec11  ,Un classified
948148,Eclg5c201   ,Eclg5c201   ,Un classified
530855,Gdl Leasing ,Gdl Leasing ,Un classified
934867,Rfl18g      ,Rfl18g      ,Un classified
531925,Shantanu She,Shantanu She,Un classified
947463,Ecl24aug11  ,Ecl24aug11  ,Un classified
947534,Ecl05oct11b ,Ecl05oct11b ,Un classified
947456,Ecl04aug11b ,Ecl04aug11b ,Un classified
948368,Eclf5g201   ,Eclf5g201   ,Un classified
948547,Ecli5l202   ,Ecli5l202   ,Un classified
947866,Mfl17jan12b ,Mfl17jan12b ,Un classified
961750,719pfc2023  ,719pfc2023  ,Un classified
700115,Dhfl Ncrp   ,Dhfl Ncrp   ,Un classified
534920,Aptus Inds  ,Aptus Inds  ,Un classified
948655,135pll2015e ,135pll2015e ,Un classified
948654,13pll2014d  ,13pll2014d  ,Un classified
946451,Edelj2k911  ,Edelj2k911  ,Un classified
972379,Nabard11207 ,Nabard11207 ,Un classified
507663,Sagar Soya  ,Sagar Soya  ,Un classified
535204,Pearl Agri  ,Pearl Agri  ,Un classified
535217,Hpc Bio     ,Hpc Bio     ,Un classified
535205,Pearl Elec  ,Pearl Elec  ,Un classified
946998,Stfc090910b ,Stfc090910b ,Un classified
534237,Dsp12ms41g  ,Dsp12ms41g  ,Un classified
972710,Ifci280212a ,Ifci280212a ,Un classified
948971,12sppl2016  ,12sppl2016  ,Un classified
535267,Com Fincap  ,Com Fincap  ,Un classified
535279,Bothra Met  ,Bothra Met  ,Un classified
947545,Bil14oct11b ,Bil14oct11b ,Un classified
531205,Kansal Fibre,Kansal Fibre,Un classified
948234,0mfl2013    ,0mfl2013    ,Un classified
946749,Ecl28may10d ,Ecl28may10d ,Un classified
934882,Srei2016iii ,Srei2016iii ,Un classified
523133,Bonanza Ind.,Bonanza Ind.,Un classified
535958,Integra Gar ,Integra Gar ,Un classified
947460,Ecl09aug11f ,Ecl09aug11f ,Un classified
531659,Tsl Inds    ,Tsl Inds    ,Un classified
948772,Rcl08nov12l ,Rcl08nov12l ,Un classified
948706,Ecll3a201   ,Ecll3a201   ,Un classified
534776,Idfctds82g  ,Idfctds82g  ,Un classified
948477,Eclj5h201   ,Eclj5h201   ,Un classified
524514,Tulasee Bio-,Tulasee Bio-,Un classified
503624,Svaraj Trad ,Svaraj Trad ,Un classified
948300,Ecli2f201   ,Ecli2f201   ,Un classified
947368,Barclays244 ,Barclays244 ,Un classified
949432,184kehiip16 ,184kehiip16 ,Un classified
949472,15scpl2017  ,15scpl2017  ,Un classified
536456,Rj Biotech  ,Rj Biotech  ,Un classified
536492,Atwl        ,Atwl        ,Un classified
948277,Rcl22oct13q ,Rcl22oct13q ,Un classified
532016,Wellesley   ,Wellesley   ,Un classified
534597,Ibipl       ,Ibipl       ,Un classified
512197,Silveroak   ,Silveroak   ,Un classified
947114,Barclays212 ,Barclays212 ,Un classified
946437,Kmplsrn0911 ,Kmplsrn0911 ,Un classified
531029,Bharat Texts,Bharat Texts,Un classified
534758,Cigniti Tech,Cigniti Tech,Un classified
534809,Pc Jeweller ,Pc Jeweller ,Un classified
534816,Bh Infratel ,Bh Infratel ,Un classified
534310,Ktkfmp84g   ,Ktkfmp84g   ,Un classified
947404,Ecl04jul11a ,Ecl04jul11a ,Un classified
632210,City Union  ,City Union  ,Un classified
512595,Unimode Over,Unimode Over,Un classified
535141,Sunstar R   ,Sunstar R   ,Un classified
535322,Repco Home  ,Repco Home  ,Un classified
961766,703hudco23  ,703hudco23  ,Un classified
531432,Systematix  ,Systematix  ,Un classified
961787,818nhpc23   ,818nhpc23   ,Un classified
512271,Tashi(I) Ltd,Tashi(I) Ltd,Un classified
949145,Eclg4d301   ,Eclg4d301   ,Un classified
538400,Mms Infra   ,Mms Infra   ,Un classified
538496,Tarini      ,Tarini      ,Un classified
948263,Rcl17jul14j ,Rcl17jul14j ,Un classified
935042,105scuf16   ,105scuf16   ,Un classified
972668,Sbi05jun06b ,Sbi05jun06b ,Un classified
538521,Crowntours  ,Crowntours  ,Un classified
949224,Rcl20may13b ,Rcl20may13b ,Un classified
538520,Sbl         ,Sbl         ,Un classified
531265,Progresive E,Progresive E,Un classified
949450,846iifcl28b ,846iifcl28b ,Un classified
