Company name,Symbol
Oswal Chemicals & Fertilizers Limited,NSE: BINDALAGRO
PAE Limited,NSE: PAEL
Page Industries Limited,NSE: PAGEIND
Paisalo Digital Limited,NSE: PAISALO
Palash Securities Limited,NSE: PALASHSECU
Palred Technologies Limited,NSE: PALREDTEC
Panacea Biotec Limited,NSE: PANACEABIO
Panache Digilife Limited,NSE: PANACHE
Panama Petrochem Limited,NSE: PANAMAPET
Pansari Developers Limited,NSE: PANSARI
Par Drugs and Chemicals Limited,NSE: PAR
Parabolic Drugs Limited,NSE: PARABDRUGS
Parag Milk Foods Limited,NSE: PARAGMILK
Paramount Communications Limited,NSE: PARACABLES
Parin Furniture Limited,NSE: PARIN
Parsvnath Developers Limited,NSE: PARSVNATH
Pashupati Cotspin Limited,NSE: PASHUPATI
Patel Engineering Limited,NSE: PATELENG
Patel Integrated Logistics Limited,NSE: PATINTLOG
Patspin India Limited,NSE: PATSPINLTD
PC Jeweller Limited,NSE: PCJEWELLER
PDS Multinational Fashions Limited,NSE: PDSMFL
Pearl Global Industries Limited,NSE: PGIL
Pearl Polymers Limited,NSE: PEARLPOLY
Peninsula Land Limited,NSE: PENINLAND
Pennar Industries Limited,NSE: PENIND
Penta Gold Limited,NSE: PENTAGOLD
Perfect Infraengineers Limited,NSE: PERFECT
Persistent Systems Limited,NSE: PERSISTENT
Petronet LNG Limited,NSE: PETRONET
Pfizer Limited,NSE: PFIZER
PG Electroplast Limited,NSE: PGEL
Phillips Carbon Black Limited,NSE: PHILIPCARB
PI Industries Limited,NSE: PIIND
Pidilite Industries Limited,NSE: PIDILITIND
Pil Italica Lifestyle Limited,NSE: PILITA
Pilani Investment and Industries Corporation Limited,NSE: PILANIINVS
Pioneer Distilleries Limited,NSE: PIONDIST
Pioneer Embroideries Limited,NSE: PIONEEREMB
Piramal Enterprises Limited,NSE: PEL
Pitti Engineering Limited,NSE: PITTIENG
Plastiblends India Limited,NSE: PLASTIBLEN
PNB Gilts Limited,NSE: PNBGILTS
PNB Housing Finance Limited,NSE: PNBHOUSING
PNC Infratech Limited,NSE: PNCINFRA
Poddar Housing and Development Limited,NSE: PODDARHOUS
Poddar Pigments Limited,NSE: PODDARMENT
Pokarna Limited,NSE: POKARNA
Poly Medicure Limited,NSE: POLYMED
Polycab India Limited,NSE: POLYCAB
Polyplex Corporation Limited,NSE: POLYPLEX
Ponni Sugars (Erode) Limited,NSE: PONNIERODE
Power & Instrumentation (Gujarat) Limited,NSE: PIGL
Power Finance Corporation Limited,NSE: PFC
Power Grid Corporation of India Limited,NSE: POWERGRID
Power Mech Projects Limited,NSE: POWERMECH
Powerful Technologies Limited,NSE: POWERFUL
PPAP Automotive Limited,NSE: PPAP
Prabhat Dairy Limited,NSE: PRABHAT
Pradip Overseas Limited,NSE: PRADIP
Praj Industries Limited,NSE: PRAJIND
Prajay Engineers Syndicate Limited,NSE: PRAENG
Prakash Industries Limited,NSE: PRAKASH
Prakash Pipes Limited,NSE: PPL
Prakash Steelage Limited,NSE: PRAKASHSTL
Prataap Snacks Limited,NSE: DIAMONDYD
Praxis Home Retail Limited,NSE: PRAXIS
Precision Camshafts Limited,NSE: PRECAM
Precision Wires India Limited,NSE: PRECWIRE
Precot Meridian Limited,NSE: PRECOT
Premier Explosives Limited,NSE: PREMEXPLN
Premier Limited,NSE: PREMIER
Premier Polyfilm Limited,NSE: PREMIERPOL
Pressman Advertising Limited,NSE: PRESSMN
Prestige Estates Projects Limited,NSE: PRESTIGE
Pricol Limited,NSE: PRICOLLTD
Prime Focus Limited,NSE: PFOCUS
Prime Securities Limited,NSE: PRIMESECU
Prizor Viztech Limited,NSE: PRIZOR
Prince Pipes And Fittings Limited,NSE: PRINCEPIPE
Prism Johnson Limited,NSE: PRSMJOHNSN
Priti International Limited,NSE: PRITI
Pritish Nandy Communications Limited,NSE: PNC
Procter & Gamble Health Limited,NSE: PGHL
Procter & Gamble Hygiene and Health Care Limited,NSE: PGHH
Prolife Industries Limited,NSE: PROLIFE
Proseed India Limited,NSE: PROSEED
Prozone Intu Properties Limited,NSE: PROZONINTU
PSL Limited,NSE: PSL
PSP Projects Limited,NSE: PSPPROJECT
PTC India Financial Services Limited,NSE: PFS
PTC India Limited,NSE: PTC
PTL Enterprises Limited,NSE: PTL
Pudumjee Paper Products Limited,NSE: PDMJEPAPER
Pulz Electronics Limited,NSE: PULZ
Punj Lloyd Limited,NSE: PUNJLLOYD
Punjab & Sind Bank,NSE: PSB
Punjab Chemicals & Crop Protection Limited,NSE: PUNJABCHEM
Punjab National Bank,NSE: PNB
Puravankara Limited,NSE: PURVA
Pushpanjali Realms and Infratech Limited,NSE: PUSHPREALM
PVR Limited,NSE: PVR
Quess Corp Limited,NSE: QUESS
Quick Heal Technologies Limited,NSE: QUICKHEAL
R M Drip and Sprinklers Systems Limited,NSE: RMDRIP
R Systems International Limited,NSE: RSYSTEMS
R. S. Software (India) Limited,NSE: RSSOFTWARE
R.P.P. Infra Projects Limited,NSE: RPPINFRA
Radaan Mediaworks India Limited,NSE: RADAAN
Radha Madhav Corporation Limited,NSE: RMCL
Rajputana Biodiesel Ltd,NSE: RAJPUTANA
Radico Khaitan Limited,NSE: RADICO
Rail Vikas Nigam Limited,NSE: RVNL
Rain Industries Limited,NSE: RAIN
Raj Oil Mills Limited,NSE: RAJOIL
Raj Rayon Industries Limited,NSE: RAJRAYON
Raj Television Network Limited,NSE: RAJTV
Rajdarshan Industries Limited,NSE: ARENTERP
Rajesh Exports Limited,NSE: RAJESHEXPO
Rajnandini Metal Limited,NSE: RAJMET
Rajshree Polypack Limited,NSE: RPPL
Rajshree Sugars & Chemicals Limited,NSE: RAJSREESUG
Rallis India Limited,NSE: RALLIS
Rama Steel Tubes Limited,NSE: RAMASTEEL
Ramco Industries Limited,NSE: RAMCOIND
Ramco Systems Limited,NSE: RAMCOSYS
Ramkrishna Forgings Limited,NSE: RKFORGE
Ramky Infrastructure Limited,NSE: RAMKY
Ramsarup Industries Limited,NSE: RAMSARUP
Rana Sugars Limited,NSE: RANASUG
Rane (Madras) Limited,NSE: RML
Rane Brake Lining Limited,NSE: RBL
Rane Engine Valve Limited,NSE: RANEENGINE
Rane Holdings Limited,NSE: RANEHOLDIN
Rashtriya Chemicals and Fertilizers Limited,NSE: RCF
Ratnamani Metals & Tubes Limited,NSE: RATNAMANI
RattanIndia Infrastructure Limited,NSE: RTNINFRA
RattanIndia Power Limited,NSE: RTNPOWER
Ravi Kumar Distilleries Limited,NSE: RKDL
Raymond Limited,NSE: RAYMOND
RBL Bank Limited,NSE: RBLBANK
REC Limited,NSE: RECLTD
Redington (India) Limited,NSE: REDINGTON
Refex Industries Limited,NSE: REFEX
Relaxo Footwears Limited,NSE: RELAXO
Reliable Data Services Limited,NSE: RELIABLE
Reliance Capital Limited,NSE: RELCAPITAL
Reliance Communications Limited,NSE: RCOM
Reliance Home Finance Limited,NSE: RHFL
Reliance Industrial Infrastructure Limited,NSE: RIIL
Reliance Industries Limited,NSE: RELIANCE
Reliance Infrastructure Limited,NSE: RELINFRA
Reliance Power Limited,NSE: RPOWER
Religare Enterprises Limited,NSE: RELIGARE
Remsons Industries Limited,NSE: REMSONSIND
Renaissance Global Limited,NSE: RGL
Repco Home Finance Limited,NSE: REPCOHOME
Repro India Limited,NSE: REPRO
Responsive Industries Limited,NSE: RESPONIND
Revathi Equipment Limited,NSE: REVATHI
Rico Auto Industries Limited,NSE: RICOAUTO
RITES Limited,NSE: RITES
RKEC Projects Limited,NSE: RKEC
Rohit Ferro-Tech Limited,NSE: ROHITFERRO
Rollatainers Limited,NSE: ROLLT
Rolta India Limited,NSE: ROLTA
Rossari Biotech Limited,NSE: ROSSARI
Rossell India Limited,NSE: ROSSELLIND
Route Mobile Limited,NSE: ROUTE
Royal Orchid Hotels Limited,NSE: ROHLTD
RPG Life Sciences Limited,NSE: RPGLIFE
RSWM Limited,NSE: RSWM
Ruchi Infrastructure Limited,NSE: RUCHINFRA
Ruchi Soya Industries Limited,NSE: RUCHI
Ruchira Papers Limited,NSE: RUCHIRA
Rudrabhishek Enterprises Limited,NSE: REPL
Rupa & Company Limited,NSE: RUPA
Rushil Decor Limited,NSE: RUSHIL
S Chand And Company Limited,NSE: SCHAND
S H Kelkar and Company Limited,NSE: SHK
S&S Power Switchgears Limited,NSE: S&SPOWER
S. P. Apparels Limited,NSE: SPAL
S.A.L. Steel Limited,NSE: SALSTEEL
S.E. Power Limited,NSE: SEPOWER
S.S. Infrastructure Development Consultants Limited,NSE: SSINFRA
Sab Events & Governance Now Media Limited,NSE: SABEVENTS
Sadbhav Engineering Limited,NSE: SADBHAV
Sadbhav Infrastructure Project Limited,NSE: SADBHIN
Safari Industries (India) Limited,NSE: SAFARI
Sagar Cements Limited,NSE: SAGCEM
Sagardeep Alloys Limited,NSE: SAGARDEEP
Sakar Healthcare Limited,NSE: SAKAR
Saketh Exim Limited,NSE: SAKETH
Saksoft Limited,NSE: SAKSOFT
Sakthi Sugars Limited,NSE: SAKHTISUG
Sakuma Exports Limited,NSE: SAKUMA
Salasar Exteriors and Contour Limited,NSE: SECL
Salasar Techno Engineering Limited,NSE: SALASAR
Salona Cotspin Limited,NSE: SALONA
Salzer Electronics Limited,NSE: SALZERELEC
Sambhaav Media Limited,NSE: SAMBHAAV
Sanco Industries Limited,NSE: SANCO
Sandhar Technologies Limited,NSE: SANDHAR
Sangam (India) Limited,NSE: SANGAMIND
Sanghi Industries Limited,NSE: SANGHIIND
Sanghvi Forging and Engineering Limited,NSE: SANGHVIFOR
Sanghvi Movers Limited,NSE: SANGHVIMOV
Sanginita Chemicals Limited,NSE: SANGINITA
Sanofi India Limited,NSE: SANOFI
Sanwaria Consumer Limited,NSE: SANWARIA
Sarda Energy & Minerals Limited,NSE: SARDAEN
Saregama India Limited,NSE: SAREGAMA
Sarla Performance Fibers Limited,NSE: SARLAPOLY
Sarveshwar Foods Limited,NSE: SARVESHWAR
Sasken Technologies Limited,NSE: SASKEN
Sastasundar Ventures Limited,NSE: SASTASUNDR
Sathavahana Ispat Limited,NSE: SATHAISPAT
Satia Industries Limited,NSE: SATIA
Satin Creditcare Network Limited,NSE: SATIN
Savita Oil Technologies Limited,NSE: SOTL
SBI Cards and Payment Services Limited,NSE: SBICARD
SBI Life Insurance Company Limited,NSE: SBILIFE
Schaeffler India Limited,NSE: SCHAEFFLER
Schneider Electric Infrastructure Limited,NSE: SCHNEIDER
Seamec Limited,NSE: SEAMECLTD
SecUR Credentials Limited,NSE: SECURCRED
Security and Intelligence Services (India) Limited,NSE: SIS
SEL Manufacturing Company Limited,NSE: SELMCL
Selan Exploration Technology Limited,NSE: SELAN
Sequent Scientific Limited,NSE: SEQUENT
Servotech Power Systems Limited,NSE: SERVOTECH
Seshasayee Paper and Boards Limited,NSE: SESHAPAPER
Setco Automotive Limited,NSE: SETCO
Setubandhan Infrastructure Limited,NSE: SETUINFRA
Seya Industries Limited,NSE: SEYAIND
Sejal Glass Limited,NSE: SEJAL
Shah Alloys Limited,NSE: SHAHALLOYS
Shaival Reality Limited,NSE: SHAIVAL
Shakti Pumps (India) Limited,NSE: SHAKTIPUMP
Shalby Limited,NSE: SHALBY
Shalimar Paints Limited,NSE: SHALPAINTS
Shankara Building Products Limited,NSE: SHANKARA
Shanthi Gears Limited,NSE: SHANTIGEAR
Shanti Overseas (India) Limited,NSE: SHANTI
Sharda Cropchem Limited,NSE: SHARDACROP
Sharda Motor Industries Limited,NSE: SHARDAMOTR
Sharon Bio-Medicine Limited,NSE: SHARONBIO
Sheela Foam Limited,NSE: SFL
Shekhawati Poly-Yarn Limited,NSE: SPYL
Shemaroo Entertainment Limited,NSE: SHEMAROO
Shilpa Medicare Limited,NSE: SHILPAMED
Shipping Corporation of India Limited,NSE: SCI
Shirpur Gold Refinery Limited,NSE: SHIRPUR-G
Shiv Aum Steels Limited,NSE: SHIVAUM
Shiva Mills Limited,NSE: SHIVAMILLS
Shiva Texyarn Limited,NSE: SHIVATEX
Shivam Autotech Limited,NSE: SHIVAMAUTO
Shoppers Stop Limited,NSE: SHOPERSTOP
Shradha Infraprojects Limited,NSE: SHRADHA
Shree Cement Limited,NSE: SHREECEM
Shree Digvijay Cement Co.Ltd,NSE: SHREDIGCEM
Shree Pushkar Chemicals & Fertilisers Limited,NSE: SHREEPUSHK
Shree Ram Proteins Limited,NSE: SRPL
Shree Rama Multi-Tech Limited,NSE: SHREERAMA
Shree Rama Newsprint Limited,NSE: RAMANEWS
Shree Renuka Sugars Limited,NSE: RENUKA
Shree Tirupati Balajee FIBC Limited,NSE: TIRUPATI
Shree Vasu Logistics Limited,NSE: SVLL
ShreeOswal Seeds And Chemicals Limited,NSE: OSWALSEEDS
Shrenik Limited,NSE: SHRENIK
Shreyans Industries Limited,NSE: SHREYANIND
Shreyas Shipping & Logistics Limited,NSE: SHREYAS
Shri Ram Switchgears Limited,NSE: SRIRAM
Shriram City Union Finance Limited,NSE: SHRIRAMCIT
Shriram EPC Limited,NSE: SHRIRAMEPC
Shriram Pistons & Rings Limited,NSE: SHRIPISTON
Shriram Transport Finance Company Limited,NSE: SRTRANSFIN
Shubhlaxmi Jewel Art Limited,NSE: SHUBHLAXMI
Shyam Century Ferrous Limited,NSE: SHYAMCENT
Shyam Metalics and Energy Ltd,NSE: SHYAMMETL
Shyam Telecom Limited,NSE: SHYAMTEL
Sicagen India Limited,NSE: SICAGEN
Sical Logistics Limited,NSE: SICAL
Siemens Limited,NSE: SIEMENS
Signet Industries Limited,NSE: SIGIND
Sikko Industries Limited,NSE: SIKKO
SIL Investments Limited,NSE: SILINV
Silgo Retail Limited,NSE: SILGO
Silly Monks Entertainment Limited,NSE: SILLYMONKS
Silver Touch Technologies Limited,NSE: SILVERTUC
Simbhaoli Sugars Limited,NSE: SIMBHALS
Simplex Infrastructures Limited,NSE: SIMPLEXINF
Sintercom India Limited,NSE: SINTERCOM
Sintex Industries Limited,NSE: SINTEX
Sintex Plastics Technology Limited,NSE: SPTL
Sirca Paints India Limited,NSE: SIRCA
Siti Networks Limited,NSE: SITINET
Siyaram Silk Mills Limited,NSE: SIYSIL
SJVN Limited,NSE: SJVN
SKF India Limited,NSE: SKFINDIA
SKIL Infrastructure Limited,NSE: SKIL
Skipper Limited,NSE: SKIPPER
SKM Egg Products Export (India) Limited,NSE: SKMEGGPROD
SKS Textiles Limited,NSE: SKSTEXTILE
Smartlink Holdings Limited,NSE: SMARTLINK
SML Isuzu Limited,NSE: SMLISUZU
SMS Lifesciences India Limited,NSE: SMSLIFE
SMS Pharmaceuticals Limited,NSE: SMSPHARMA
SMVD Poly Pack Limited,NSE: SMVD
Snowman Logistics Limited,NSE: SNOWMAN
Sobha Limited,NSE: SOBHA
Softtech Engineers Limited,NSE: SOFTTECH
Solar Industries India Limited,NSE: SOLARINDS
Solara Active Pharma Sciences Limited,NSE: SOLARA
Solex Energy Limited,NSE: SOLEX
Som Distilleries & Breweries Limited,NSE: SDBL
Soma Textiles & Industries Limited,NSE: SOMATEX
Somany Ceramics Limited,NSE: SOMANYCERA
Somany Home Innovation Limited,NSE: SHIL
Somi Conveyor Beltings Limited,NSE: SOMICONVEY
Sona Hi Sona Jewellers (Gujarat) Limited,NSE: SONAHISONA
Sonam Clock Limited,NSE: SONAMCLOCK
Sonata Software Limited,NSE: SONATSOFTW
Soni Soya Products Limited,NSE: SONISOYA
SORIL Infra Resources Limited,NSE: SORILINFRA
South West Pinnacle Exploration Limited,NSE: SOUTHWEST
Southern Petrochemicals Industries Corporation Limited,NSE: SPIC
Spacenet Enterprises India Limited,NSE: SPCENET
Spandana Sphoorty Financial Limited,NSE: SPANDANA
Speciality Restaurants Limited,NSE: SPECIALITY
Spectrum Electrical Industries Limited,NSE: SPECTRUM
Spencer's Retail Limited,NSE: SPENCERS
Spentex Industries Limited,NSE: SPENTEX
SPL Industries Limited,NSE: SPLIL
Splendid Metal Products Limited,NSE: SMPL
SPML Infra Limited,NSE: SPMLINFRA
Sree Rayalaseema Hi-Strength Hypo Limited,NSE: SRHHYPOLTD
Sreeleathers Limited,NSE: SREEL
SREI Infrastructure Finance Limited,NSE: SREINFRA
SRF Limited,NSE: SRF
Sri Adhikari Brothers Television Network Limited,NSE: SABTN
Sri Havisha Hospitality and Infrastructure Limited,NSE: HAVISHA
Srikalahasthi Pipes Limited,NSE: SRIPIPES
Stampede Capital Limited,NSE: STAMPEDE
Standard Industries Limited,NSE: SIL
Star Cement Limited,NSE: STARCEMENT
Star Paper Mills Limited,NSE: STARPAPER
State Bank of India,NSE: SBIN
Steel Authority of India Limited,NSE: SAIL
Steel City Securities Limited,NSE: STEELCITY
Steel Exchange India Limited,NSE: STEELXIND
Steel Strips Wheels Limited,NSE: SSWL
Stel Holdings Limited,NSE: STEL
Sterling And Wilson Solar Limited,NSE: SWSOLAR
Sterling Tools Limited,NSE: STERTOOLS
Sterlite Technologies Limited,NSE: STRTECH
STI India Limited,NSE: STINDIA
STL Global Limited,NSE: SGL
Strides Pharma Science Limited,NSE: STAR
Subex Limited,NSE: SUBEXLTD
Subros Limited,NSE: SUBROS
Sudarshan Chemical Industries Limited,NSE: SUDARSCHEM
Sujana Universal Industries Limited,NSE: SUJANAUNI
Sumeet Industries Limited,NSE: SUMEETINDS
Sumit Woods Limited,NSE: SUMIT
Sumitomo Chemical India Limited,NSE: SUMICHEM
Summit Securities Limited,NSE: SUMMITSEC
Sun Pharma Advanced Research Company Limited,NSE: SPARC
Sun Pharmaceutical Industries Limited,NSE: SUNPHARMA
Sun TV Network Limited,NSE: SUNTV
Sundaram Brake Linings Limited,NSE: SUNDRMBRAK
Sundaram Clayton Limited,NSE: SUNCLAYLTD
Sundaram Finance Holdings Limited,NSE: SUNDARMHLD
Sundaram Finance Limited,NSE: SUNDARMFIN
Sundaram Multi Pap Limited,NSE: SUNDARAM
Sundram Fasteners Limited,NSE: SUNDRMFAST
Sunflag Iron And Steel Company Limited,NSE: SUNFLAG
Super Spinning Mills Limited,NSE: SUPERSPIN
Superhouse Limited,NSE: SUPERHOUSE
Suprajit Engineering Limited,NSE: SUPRAJIT
Supreme Engineering Limited,NSE: SUPREMEENG
Supreme Industries Limited,NSE: SUPREMEIND
Supreme Infrastructure India Limited,NSE: SUPREMEINF
Supreme Petrochem Limited,NSE: SUPPETRO
Surana Solar Limited,NSE: SURANASOL
Surana Telecom and Power Limited,NSE: SURANAT&P
Surani Steel Tubes Limited,NSE: SURANI
Surevin BPO Services Limited,NSE: SUREVIN
Surya Roshni Limited,NSE: SURYAROSNI
Suryalakshmi Cotton Mills Limited,NSE: SURYALAXMI
Sutlej Textiles and Industries Limited,NSE: SUTLEJTEX
Suumaya Lifestyle Limited,NSE: SUULD
Suven Life Sciences Limited,NSE: SUVEN
Suven Pharmaceuticals Limited,NSE: SUVENPHAR
Suzlon Energy Limited,NSE: SUZLON
Swan Defence and Heavy Industries Limited,NSE: SWANDEF
Swan Energy Limited,NSE: SWANENERGY
Swaraj Engines Limited,NSE: SWARAJENG
Swelect Energy Systems Limited,NSE: SWELECTES
Symphony Limited,NSE: SYMPHONY
Syncom Healthcare Limited,NSE: SYNCOM
Syngene International Limited,NSE: SYNGENE
T T Limited,NSE: TTL
Tainwala Chemical and Plastic (I) Limited,NSE: TAINWALCHM
Taj GVK Hotels & Resorts Limited,NSE: TAJGVK
Take Solutions Limited,NSE: TAKE
Talbros Automotive Components Limited,NSE: TALBROAUTO
Talwalkars Better Value Fitness Limited,NSE: TALWALKARS
Talwalkars Healthclubs Limited,NSE: TALWGYM
Tamil Nadu Newsprint & Papers Limited,NSE: TNPL
Tamil Nadu Petroproducts Limited,NSE: TNPETRO
Tamil Nadu Telecommunication Limited,NSE: TNTELE
Tanla Solutions Limited,NSE: TANLA
Tantia Constructions Limited,NSE: TANTIACONS
Tara Chand Logistic Solutions Limited,NSE: TARACHAND
Tarmat Limited,NSE: TARMAT
Tasty Bite Eatables Limited,NSE: TASTYBITE
Tata Chemicals Limited,NSE: TATACHEM
Tata Coffee Limited,NSE: TATACOFFEE
Tata Communications Limited,NSE: TATACOMM
Tata Consultancy Services Limited,NSE: TCS
Tata Consumer Products Limited,NSE: TATACONSUM
Tata Elxsi Limited,NSE: TATAELXSI
Tata Investment Corporation Limited,NSE: TATAINVEST
Tata Metaliks Limited,NSE: TATAMETALI
Tata Motors Limited,NSE: TATAMOTORS
Tata Power Company Limited,NSE: TATAPOWER
Tata Steel Bsl Limited,NSE: TATASTLBSL
Tata Steel Limited,NSE: TATASTEEL
Tata Steel Long Products Limited,NSE: TATASTLLP
Tata Teleservices (Maharashtra) Limited,NSE: TTML
TCI Developers Limited,NSE: TCIDEVELOP
TCI Express Limited,NSE: TCIEXP
TCI Finance Limited,NSE: TCIFINANCE
TCNS Clothing Co. Limited,NSE: TCNSBRANDS
TCPL Packaging Limited,NSE: TCPLPACK
TD Power Systems Limited,NSE: TDPOWERSYS
Teamlease Services Limited,NSE: TEAMLEASE
Tech Mahindra Limited,NSE: TECHM
Techindia Nirman Limited,NSE: TECHIN
Techno Electric & Engineering Company Limited,NSE: TECHNOE
Technocraft Industries (India) Limited,NSE: TIIL
Technofab Engineering Limited,NSE: TECHNOFAB
Tejas Networks Limited,NSE: TEJASNET
Tera Software Limited,NSE: TERASOFT
Texmaco Infrastructure & Holdings Limited,NSE: TEXINFRA
Texmaco Rail & Engineering Limited,NSE: TEXRAIL
Texmo Pipes and Products Limited,NSE: TEXMOPIPES
TGB Banquets And Hotels Limited,NSE: TGBHOTELS
Thangamayil Jewellery Limited,NSE: THANGAMAYL
The Andhra Sugars Limited,NSE: ANDHRSUGAR
The Anup Engineering Limited,NSE: ANUP
The Byke Hospitality Ltd,NSE: BYKE
The Federal Bank Limited,NSE: FEDERALBNK
The Great Eastern Shipping Company Limited,NSE: GESHIP
The Grob Tea Company Limited,NSE: GROBTEA
The Hi-Tech Gears Limited,NSE: HITECHGEAR
The India Cements Limited,NSE: INDIACEM
The Indian Hotels Company Limited,NSE: INDHOTEL
The Investment Trust Of India Limited,NSE: THEINVEST
The Jammu & Kashmir Bank Limited,NSE: J&KBANK
The Karnataka Bank Limited,NSE: KTKBANK
The Mandhana Retail Ventures Limited,NSE: TMRVL
The Motor & General Finance Limited,NSE: MOTOGENFIN
The New India Assurance Company Limited,NSE: NIACL
The Orissa Minerals Development Company Limited,NSE: ORISSAMINE
The Peria Karamalai Tea & Produce Company Limited,NSE: PKTEA
The Phoenix Mills Limited,NSE: PHOENIXLTD
The Ramco Cements Limited,NSE: RAMCOCEM
The Ruby Mills Limited,NSE: RUBYMILLS
The Sandesh Limited,NSE: SANDESH
The South Indian Bank Limited,NSE: SOUTHBANK
The State Trading Corporation of India Limited,NSE: STCINDIA
The Tinplate Company of India Limited,NSE: TINPLATE
The Ugar Sugar Works Limited,NSE: UGARSUGAR
The United Nilgiri Tea Estates Company Limited,NSE: UNITEDTEA
The Western India Plywoods Limited,NSE: WIPL
Thejo Engineering Limited,NSE: THEJO
Themis Medicare Limited,NSE: THEMISMED
Thermax Limited,NSE: THERMAX
Thiru Arooran Sugars Limited,NSE: THIRUSUGAR
Thirumalai Chemicals Limited,NSE: TIRUMALCHM
Thomas Cook (India) Limited,NSE: THOMASCOOK
Thomas Scott (India) Limited,NSE: THOMASCOTT
Thyrocare Technologies Limited,NSE: THYROCARE
Tide Water Oil Company (India) Limited,NSE: TIDEWATER
Tijaria Polypipes Limited,NSE: TIJARIA
TIL Limited,NSE: TIL
Tilaknagar Industries Limited,NSE: TI
Time Technoplast Limited,NSE: TIMETECHNO
Times Guaranty Limited,NSE: TIMESGTY
Timken India Limited,NSE: TIMKEN
TIPS Industries Limited,NSE: TIPSINDLTD
Tirupati Forge Limited,NSE: TIRUPATIFL
Titagarh Wagons Limited,NSE: TWL
Titan Company Limited,NSE: TITAN
Tokyo Plast International Limited,NSE: TOKYOPLAST
Torrent Pharmaceuticals Limited,NSE: TORNTPHARM
Torrent Power Limited,NSE: TORNTPOWER
Total Transport Systems Limited,NSE: TOTAL
Touchwood Entertainment Limited,NSE: TOUCHWOOD
Tourism Finance Corporation of India Limited,NSE: TFCILTD
TPL Plastech Limited,NSE: TPLPLASTEH
Transformers And Rectifiers (India) Limited,NSE: TRIL
Transport Corporation of India Limited,NSE: TCI
Transwarranty Finance Limited,NSE: TFL
Transwind Infrastructures Limited,NSE: TRANSWIND
Tree House Education & Accessories Limited,NSE: TREEHOUSE
Trejhara Solutions Limited,NSE: TREJHARA
Trent Limited,NSE: TRENT
TRF Limited,NSE: TRF
Tribhovandas Bhimji Zaveri Limited,NSE: TBZ
Trident Limited,NSE: TRIDENT
Trigyn Technologies Limited,NSE: TRIGYN
Triveni Engineering & Industries Limited,NSE: TRIVENI
Triveni Turbine Limited,NSE: TRITURBINE
TTK Healthcare Limited,NSE: TTKHLTCARE
TTK Prestige Limited,NSE: TTKPRESTIG
Tube Investments of India Limited,NSE: TIINDIA
TV Today Network Limited,NSE: TVTODAY
TV Vision Limited,NSE: TVVISION
TV18 Broadcast Limited,NSE: TV18BRDCST
TVS Electronics Limited,NSE: TVSELECT
TVS Motor Company Limited,NSE: TVSMOTOR
TVS Srichakra Limited,NSE: TVSSRICHAK
Ucal Fuel Systems Limited,NSE: UCALFUEL
UCO Bank,NSE: UCOBANK
UFLEX Limited,NSE: UFLEX
UFO Moviez India Limited,NSE: UFO
UGRO Capital Limited,NSE: UGROCAP
Ujaas Energy Limited,NSE: UJAAS
Ujjivan Financial Services Limited,NSE: UJJIVAN
Ujjivan Small Finance Bank Limited,NSE: UJJIVANSFB
Ultra Wiring Connectivity System Limited,NSE: UWCSL
UltraTech Cement Limited,NSE: ULTRACEMCO
Umang Dairies Limited,NSE: UMANGDAIRY
Unichem Laboratories Limited,NSE: UNICHEMLAB
Uniinfo Telecom Services Limited,NSE: UNIINFO
Union Bank of India,NSE: UNIONBANK
Uniphos Enterprises Limited,NSE: UNIENTER
Uniply Industries Limited,NSE: UNIPLY
Unitech Limited,NSE: UNITECH
United Breweries Limited,NSE: UBL
United Polyfab Gujarat Limited,NSE: UNITEDPOLY
United Spirits Limited,NSE: MCDOWELL-N
Unity Infraprojects Limited,NSE: UNITY
Univastu India Limited,NSE: UNIVASTU
Universal Cables Limited,NSE: UNIVCABLES
Universus Photo Imagings Limited,NSE: UNIVPHOTO
UPL Limited,NSE: UPL
Uravi T and Wedge Lamps Limited,NSE: URAVI
Urja Global Limited,NSE: URJA
Usha Martin Education & Solutions Limited,NSE: UMESLTD
Usha Martin Limited,NSE: USHAMART
Ushanti Colour Chem Limited,NSE: UCL
UTI Asset Management Company Limited,NSE: UTIAMC
Uttam Galva Steels Limited,NSE: UTTAMSTL
Uttam Sugar Mills Limited,NSE: UTTAMSUGAR
Uttam Value Steels Limited,NSE: UVSL
Shukla industries Pvt LTD,NSE: VSTTILLERS
V2 Retail Limited,NSE: V2RETAIL
VA Tech Wabag Limited,NSE: WABAG
Vadilal Industries Limited,NSE: VADILALIND
Vadivarhe Speciality Chemicals Limited,NSE: VSCL
Vaibhav Global Limited,NSE: VAIBHAVGBL
Vaishali Pharma Limited,NSE: VAISHALI
Vakrangee Limited,NSE: VAKRANGEE
Vardhman Acrylics Limited,NSE: VARDHACRLC
Vardhman Holdings Limited,NSE: VHL
Vardhman Polytex Limited,NSE: VARDMNPOLY
Vardhman Special Steels Limited,NSE: VSSL
Vardhman Textiles Limited,NSE: VTL
Varroc Engineering Limited,NSE: VARROC
Varun Beverages Limited,NSE: VBL
Vasa Retail and Overseas Ltd,NSE: VASA
Vascon Engineers Limited,NSE: VASCONEQ
Vaswani Industries Limited,NSE: VASWANI
Vaxtex Cotfab Limited,NSE: VCL
Vedanta Limited,NSE: VEDL
