Company name,Symbol
Greenlam Industries Limited,NSE: GREENLAM
Greenpanel Industries Limited,NSE: GREENPANEL
Greenply Industries Limited,NSE: GREENPLY
Gretex Industries Limited,NSE: GRETEX
Grindwell Norton Limited,NSE: GRINDWELL
G R Infraprojects Limited,NSE: GRINFRA
GRP Limited,NSE: GRPLTD
GSS Infotech Limited,NSE: GSS
GTL Infrastructure Limited,NSE: GTLINFRA
GTL Limited,NSE: GTL
GTN Industries Limited,NSE: GTNIND
GTN Textiles Limited,NSE: GTNTEX
GTPL Hathway Limited,NSE: GTPL
Gufic Biosciences Limited,NSE: GUFICBIO
Gujarat Alkalies and Chemicals Limited,NSE: GUJALKALI
Gujarat Ambuja Exports Limited,NSE: GAEL
Gujarat Apollo Industries Limited,NSE: GUJAPOLLO
Gujarat Fluorochemicals Limited,NSE: FLUOROCHEM
Gujarat Gas Limited,NSE: GUJGASLTD
Gujarat Industries Power Company Limited,NSE: GIPCL
Gujarat Lease Financing Limited,NSE: GLFL
Gujarat Mineral Development Corporation Limited,NSE: GMDCLTD
Gujarat Narmada Valley Fertilizers and Chemicals Limited,NSE: GNFC
Gujarat Pipavav Port Limited,NSE: GPPL
Gujarat Raffia Industries Limited,NSE: GUJRAFFIA
Gujarat Sidhee Cement Limited,NSE: GSCLCEMENT
Gujarat State Fertilizers & Chemicals Limited,NSE: GSFC
Gujarat State Petronet Limited,NSE: GSPL
Gulf Oil Lubricants India Limited,NSE: GULFOILLUB
Gulshan Polyols Limited,NSE: GULPOLY
GVK Power & Infrastructure Limited,NSE: GVKPIL
Gyscoal Alloys Limited,NSE: GAL
H.G. Infra Engineering Limited,NSE: HGINFRA
Happiest Minds Technologies Limited,NSE: HAPPSTMNDS
Harita Seating Systems Limited,NSE: HARITASEAT
Harrisons Malayalam Limited,NSE: HARRMALAYA
Hathway Cable & Datacom Limited,NSE: HATHWAY
Hatsun Agro Product Limited,NSE: HATSUN
Havells India Limited,NSE: HAVELLS
HB Stockholdings Limited,NSE: HBSL
HBL Power Systems Limited,NSE: HBLPOWER
HCL Infosystems Limited,NSE: HCL-INSYS
HCL Technologies Limited,NSE: HCLTECH
HDFC Asset Management Company Limited,NSE: HDFCAMC
HDFC Bank Limited,NSE: HDFCBANK
HDFC Life Insurance Company Limited,NSE: HDFCLIFE
Healthcare Global Enterprises Limited,NSE: HCG
HEC Infra Projects Limited,NSE: HECPROJECT
HEG Limited,NSE: HEG
HeidelbergCement India Limited,NSE: HEIDELBERG
Heranba Industries Limited,NSE: HERANBA
Hercules Hoists Limited,NSE: HERCULES
Heritage Foods Limited,NSE: HERITGFOOD
Hero MotoCorp Limited,NSE: HEROMOTOCO
Hester Biosciences Limited,NSE: HESTERBIO
Hexa Tradex Limited,NSE: HEXATRADEX
Hexaware Technologies Limited,NSE: HEXAWARE
HFCL Limited,NSE: HFCL
Hikal Limited,NSE: HIKAL
HIL Limited,NSE: HIL
Hilton Metal Forging Limited,NSE: HILTON
Himadri Speciality Chemical Limited,NSE: HSCL
Himatsingka Seide Limited,NSE: HIMATSEIDE
Hind Rectifiers Limited,NSE: HIRECT
Hindalco Industries Limited,NSE: HINDALCO
Hindcon Chemicals Limited,NSE: HINDCON
Hindprakash Industries Limited,NSE: HPIL
Hinduja Global Solutions Limited,NSE: HGS
Hindustan Aeronautics Limited,NSE: HAL
Hindustan Composites Limited,NSE: HINDCOMPOS
Hindustan Construction Company Limited,NSE: HCC
Hindustan Copper Limited,NSE: HINDCOPPER
Hindustan Media Ventures Limited,NSE: HMVL
Hindustan Motors Limited,NSE: HINDMOTORS
Hindustan Oil Exploration Company Limited,NSE: HINDOILEXP
Hindustan Petroleum Corporation Limited,NSE: HINDPETRO
Hindustan Unilever Limited,NSE: HINDUNILVR
Hindustan Zinc Limited,NSE: HINDZINC
Hindustan National Glass & Industries Limited,NSE: HINDNATGLS
Hisar Metal Industries Limited,NSE: HISARMETAL
Hitech Corporation Limited,NSE: HITECHCORP
Hi-Tech Pipes Limited,NSE: HITECH
HLV Limited,NSE: HLVLTD
HMT Limited,NSE: HMT
Honda Siel Power Products Limited,NSE: HONDAPOWER
Honeywell Automation India Limited,NSE: HONAUT
Hotel Rugby Limited,NSE: HOTELRUGBY
Housing & Urban Development Corporation Limited,NSE: HUDCO
Housing Development and Infrastructure Limited,NSE: HDIL
Housing Development Finance Corporation Limited,NSE: HDFC
HOV Services Limited,NSE: HOVS
HPL Electric & Power Limited,NSE: HPL
HSIL Limited,NSE: HSIL
HT Media Limited,NSE: HTMEDIA
Hubtown Limited,NSE: HUBTOWN
Huhtamaki PPL Limited,NSE: PAPERPROD
Husys Consulting Limited,NSE: HUSYSLTD
Ice Make Refrigeration Limited,NSE: ICEMAKE
ICICI Bank Limited,NSE: ICICIBANK
ICICI Lombard General Insurance Company Limited,NSE: ICICIGI
ICICI Prudential Life Insurance Company Limited,NSE: ICICIPRULI
ICICI Securities Limited,NSE: ISEC
ICRA Limited,NSE: ICRA
IDBI Bank Limited,NSE: IDBI
IDFC First Bank Limited,NSE: IDFCFIRSTB
IDFC Limited,NSE: IDFC
IFB Agro Industries Limited,NSE: IFBAGRO
IFB Industries Limited,NSE: IFBIND
IFCI Limited,NSE: IFCI
IFGL Refractories Limited,NSE: IFGLEXPOR
IG Petrochemicals Limited,NSE: IGPL
Igarashi Motors India Limited,NSE: IGARASHI
IIFL Finance Limited,NSE: IIFL
IIFL Securities Limited,NSE: IIFLSEC
IIFL Wealth Management Limited,NSE: IIFLWAM
IL&FS Engineering and Construction Company Limited,NSE: IL&FSENGG
IL&FS Investment Managers Limited,NSE: IVC
IL&FS Transportation Networks Limited,NSE: IL&FSTRANS
IMP Powers Limited,NSE: INDLMETER
Impex Ferro Tech Limited,NSE: IMPEXFERRO
Indbank Merchant Banking Services Limited,NSE: INDBANK
India Glycols Limited,NSE: INDIAGLYCO
India Motor Parts and Accessories Limited,NSE: IMPAL
India Nippon Electricals Limited,NSE: INDNIPPON
India Tourism Development Corporation Limited,NSE: ITDC
Indiabulls Housing Finance Limited,NSE: IBULHSGFIN
Indiabulls Integrated Services Limited,NSE: IBULISL
Indiabulls Real Estate Limited,NSE: IBREALEST
Indiabulls Ventures Limited,NSE: IBVENTURES
Indiamart Intermesh Limited,NSE: INDIAMART
Indian Bank,NSE: INDIANB
Indian Card Clothing Company Limited,NSE: INDIANCARD
Indian Energy Exchange Limited,NSE: IEX
Indian Hume Pipe Company Limited,NSE: INDIANHUME
Indian Metals & Ferro Alloys Limited,NSE: IMFA
Indian Oil Corporation Limited,NSE: IOC
Indian Overseas Bank,NSE: IOB
Indian Railway Catering and Tourism Corporation Limited,NSE: IRCTC
Indian Terrain Fashions Limited,NSE: INDTERRAIN
Indo Count Industries Limited,NSE: ICIL
Indo Rama Synthetics (India) Limited,NSE: INDORAMA
Indo Tech Transformers Limited,NSE: INDOTECH
Indo Thai Securities Limited,NSE: INDOTHAI
Indoco Remedies Limited,NSE: INDOCO
Indo-National Limited,NSE: NIPPOBATRY
Indosolar Limited,NSE: INDOSOLAR
IndoStar Capital Finance Limited,NSE: INDOSTAR
Indowind Energy Limited,NSE: INDOWIND
Indraprastha Gas Limited,NSE: IGL
Indraprastha Medical Corporation Limited,NSE: INDRAMEDCO
Ind-Swift Laboratories Limited,NSE: INDSWFTLAB
Ind-Swift Limited,NSE: INDSWFTLTD
IndusInd Bank Limited,NSE: INDUSINDBK
Industrial Investment Trust Limited,NSE: IITL
INEOS Styrolution India Limited,NSE: INEOSSTYRO
Infibeam Avenues Limited,NSE: INFIBEAM
Info Edge (India) Limited,NSE: NAUKRI
InfoBeans Technologies Limited,NSE: INFOBEAN
Infomedia Press Limited,NSE: INFOMEDIA
Infosys Limited,NSE: INFY
Ingersoll Rand (India) Limited,NSE: INGERRAND
Innovana Thinklabs Limited,NSE: INNOVANA
Innovative Tyres and Tubes Limited,NSE: INNOVATIVE
INOX Leisure Limited,NSE: INOXLEISUR
Inox Wind Limited,NSE: INOXWIND
Insecticides (India) Limited,NSE: INSECTICID
Inspirisys Solutions Limited,NSE: INSPIRISYS
Integra Garments and Textiles Limited,NSE: INTEGRA
Intellect Design Arena Limited,NSE: INTELLECT
Intense Technologies Limited,NSE: INTENTECH
InterGlobe Aviation Limited,NSE: INDIGO
International Constructions Limited,NSE: SUBCAPCITY
Intrasoft Technologies Limited,NSE: ISFT
Inventure Growth & Securities Limited,NSE: INVENTURE
IOL Chemicals and Pharmaceuticals Limited,NSE: IOLCP
IPCA Laboratories Limited,NSE: IPCALAB
IRB Infrastructure Developers Limited,NSE: IRB
Ircon International Limited,NSE: IRCON
Iris Clothings Limited,NSE: IRISDOREME
ISMT Limited,NSE: ISMTLTD
ITC Limited,NSE: ITC
ITD Cementation India Limited,NSE: ITDCEM
ITI Limited,NSE: ITI
IVP Limited,NSE: IVP
IZMO Limited,NSE: IZMO
J.Kumar Infraprojects Limited,NSE: JKIL
Jagran Prakashan Limited,NSE: JAGRAN
Jagsonpal Pharmaceuticals Limited,NSE: JAGSNPHARM
Jai Balaji Industries Limited,NSE: JAIBALAJI
Jai Corp Limited,NSE: JAICORPLTD
Jaihind Projects Limited,NSE: JAIHINDPRO
Jain Irrigation Systems Limited,NSE: JISLJALEQS
Jain Studios Limited,NSE: JAINSTUDIO
Jaiprakash Associates Limited,NSE: JPASSOCIAT
Jaiprakash Power Ventures Limited,NSE: JPPOWER
Jakharia Fabric Limited,NSE: JAKHARIA
Jalan Transolutions (India) Limited,NSE: JALAN
Jamna Auto Industries Limited,NSE: JAMNAAUTO
Jash Engineering Limited,NSE: JASH
Jay Bharat Maruti Limited,NSE: JAYBARMARU
Jayant Agro Organics Limited,NSE: JAYAGROGN
Jayaswal Neco Industries Limited,NSE: JAYNECOIND
Jaypee Infratech Limited,NSE: JPINFRATEC
Jayshree Tea & Industries Limited,NSE: JAYSREETEA
JB Chemicals & Pharmaceuticals Limited,NSE: JBCHEPHARM
JBF Industries Limited,NSE: JBFIND
JBM Auto Limited,NSE: JBMA
Jet Airways (India) Limited,NSE: JETAIRWAYS
Jet Freight Logistics Limited,NSE: JETFREIGHT
Jet Knitwears Limited,NSE: JETKNIT
JHS Svendgaard Laboratories Limited,NSE: JHS
JIK Industries Limited,NSE: JIKIND
Jindal Drilling And Industries Limited,NSE: JINDRILL
Jindal Photo Limited,NSE: JINDALPHOT
Jindal Poly Films Limited,NSE: JINDALPOLY
Jindal Poly Investment and Finance Company Limited,NSE: JPOLYINVST
Jindal Saw Limited,NSE: JINDALSAW
Jindal Stainless (Hisar) Limited,NSE: JSLHISAR
Jindal Stainless Limited,NSE: JSL
Jindal Steel & Power Limited,NSE: JINDALSTEL
Jindal Worldwide Limited,NSE: JINDWORLD
JITF Infralogistics Limited,NSE: JITFINFRA
JK Cement Limited,NSE: JKCEMENT
JK Lakshmi Cement Limited,NSE: JKLAKSHMI
JK Paper Limited,NSE: JKPAPER
JK Tyre & Industries Limited,NSE: JKTYRE
JM Financial Limited,NSE: JMFINANCIL
JMC Projects (India) Limited,NSE: JMCPROJECT
JMT Auto Limited,NSE: JMTAUTOLTD
Jocil Limited,NSE: JOCIL
Johnson Controls – Hitachi Air Conditioning India Limited,NSE: JCHAC
JSW Energy Limited,NSE: JSWENERGY
JSW Holdings Limited,NSE: JSWHL
JSW Steel Limited,NSE: JSWSTEEL
Jtekt India Limited,NSE: JTEKTINDIA
Jubilant Foodworks Limited,NSE: JUBLFOOD
Jubilant Industries Limited,NSE: JUBLINDS
Jubilant Life Sciences Limited,NSE: JUBILANT
Jullundur Motor Agency (Delhi) Limited,NSE: JMA
Just Dial Limited,NSE: JUSTDIAL
JVL Agro Industries Limited,NSE: JVLAGRO
Jyothy Labs Limited,NSE: JYOTHYLAB
Jyoti Structures Limited,NSE: JYOTISTRUC
K.M.Sugar Mills Limited,NSE: KMSUGAR
K.P.R. Mill Limited,NSE: KPRMILL
Kabra Extrusion Technik Limited,NSE: KABRAEXTRU
Kajaria Ceramics Limited,NSE: KAJARIACER
Kakatiya Cement Sugar & Industries Limited,NSE: KAKATCEM
Kalpataru Power Transmission Limited,NSE: KALPATPOWR
Kalyani Commercials Limited,NSE: KALYANI
Kalyani Forge Limited,NSE: KALYANIFRG
Kalyani Investment Company Limited,NSE: KICL
Kalyani Steels Limited,NSE: KSL
Kamat Hotels (I) Limited,NSE: KAMATHOTEL
Kamdhenu Limited,NSE: KAMDHENU
Kanani Industries Limited,NSE: KANANIIND
Kanoria Chemicals & Industries Limited,NSE: KANORICHEM
Kansai Nerolac Paints Limited,NSE: KANSAINER
Kapston Facilities Management Limited,NSE: KAPSTON
Karda Constructions Limited,NSE: KARDA
Karma Energy Limited,NSE: KARMAENG
Karur Vysya Bank Limited,NSE: KARURVYSYA
Karuturi Global Limited,NSE: KGL
Kaushalya Infrastructure Development Corporation Limited,NSE: KAUSHALYA
Kaveri Seed Company Limited,NSE: KSCL
Kaya Limited,NSE: KAYA
KCP Limited,NSE: KCP
KCP Sugar and Industries Corporation Limited,NSE: KCPSUGIND
KDDL Limited,NSE: KDDL
KEC International Limited,NSE: KEC
Keerti Knowledge and Skills Limited,NSE: KEERTI
KEI Industries Limited,NSE: KEI
Kellton Tech Solutions Limited,NSE: KELLTONTEC
Kernex Microsystems (India) Limited,NSE: KERNEX
Kesoram Industries Limited,NSE: KESORAMIND
Kewal Kiran Clothing Limited,NSE: KKCL
Keynote Financial Services Limited,NSE: KEYFINSERV
Khadim India Limited,NSE: KHADIM
Khandwala Securities Limited,NSE: KHANDSE
Khfm Hospitality And Facility Management Services Limited,NSE: KHFM
Kilitch Drugs (India) Limited,NSE: KILITCH
Kingfa Science & Technology (India) Limited,NSE: KINGFA
KIOCL Limited,NSE: KIOCL
Kiri Industries Limited,NSE: KIRIINDUS
Kirloskar Brothers Limited,NSE: KIRLOSBROS
Kirloskar Electric Company Limited,NSE: KECL
Kirloskar Industries Limited,NSE: KIRLOSIND
Kirloskar Oil Engines Limited,NSE: KIRLOSENG
Kitex Garments Limited,NSE: KITEX
KKV Agro Powers Limited,NSE: KKVAPOW
KNR Constructions Limited,NSE: KNRCON
Kohinoor Foods Limited,NSE: KOHINOOR
Kokuyo Camlin Limited,NSE: KOKUYOCMLN
Kolte – Patil Developers Limited,NSE: KOLTEPATIL
Kopran Limited,NSE: KOPRAN
Kotak Mahindra Bank Limited,NSE: KOTAKBANK
Kothari Petrochemicals Limited,NSE: KOTHARIPET
Kothari Products Limited,NSE: KOTHARIPRO
Kothari Sugars And Chemicals Limited,NSE: KOTARISUG
KPIT Technologies Limited,NSE: KPITTECH
KRBL Limited,NSE: KRBL
Krebs Biochemicals and Industries Limited,NSE: KREBSBIO
Kridhan Infra Limited,NSE: KRIDHANINF
Krishana Phoschem Limited,NSE: KRISHANA
Kritika Wires Limited,NSE: KRITIKA
Ksb Limited,NSE: KSB
Kshitij Polyline Limited,NSE: KSHITIJPOL
KSK Energy Ventures Limited,NSE: KSK
KSS Limited,NSE: KSERASERA
Kuantum Papers Limited,NSE: KUANTUM
Kwality Limited,NSE: KWALITY
L&T Finance Holdings Limited,NSE: L&TFH
L&T Technology Services Limited,NSE: LTTS
La Opala RG Limited,NSE: LAOPALA
Lagnam Spintex Limited,NSE: LAGNAM
Lakshmi Finance & Industrial Corporation Limited,NSE: LFIC
Lakshmi Machine Works Limited,NSE: LAXMIMACH
Lakshmi Precision Screws Limited,NSE: LAKPRE
Lakshmi Vilas Bank Limited,NSE: LAKSHVILAS
Lambodhara Textiles Limited,NSE: LAMBODHARA
Landmark Property Development Company Limited,NSE: LPDC
Larsen & Toubro Infotech Limited,NSE: LTI
Larsen & Toubro Limited,NSE: LT
Lasa Supergenerics Limited,NSE: LASA
Latteys Industries Limited,NSE: LATTEYS
Laurus Labs Limited,NSE: LAURUSLABS
Laxmi Cotspin Limited,NSE: LAXMICOT
Lemon Tree Hotels Limited,NSE: LEMONTREE
Lexus Granito (India) Limited,NSE: LEXUS
LG Balakrishnan & Bros Limited,NSE: LGBBROSLTD
LGB Forge Limited,NSE: LGBFORGE
Libas Designs Limited,NSE: LIBAS
Liberty Shoes Limited,NSE: LIBERTSHOE
LIC Housing Finance Limited,NSE: LICHSGFIN
Likhitha Infrastructure Limited,NSE: LIKHITHA
Linc Pen & Plastics Limited,NSE: LINCPEN
Lincoln Pharmaceuticals Limited,NSE: LINCOLN
Linde India Limited,NSE: LINDEINDIA
Lloyds Steels Industries Limited,NSE: LSIL
Lokesh Machines Limited,NSE: LOKESHMACH
Lotus Eye Hospital and Institute Limited,NSE: LOTUSEYE
Lovable Lingerie Limited,NSE: LOVABLE
LT Foods Limited,NSE: DAAWAT
Lumax Auto Technologies Limited,NSE: LUMAXTECH
Lumax Industries Limited,NSE: LUMAXIND
Lupin Limited,NSE: LUPIN
Lux Industries Limited,NSE: LUXIND
Lyka Labs Limited,NSE: LYKALABS
Lypsa Gems & Jewellery Limited,NSE: LYPSAGEMS
M K Proteins Limited,NSE: MKPL
M.R. Organisation Limited,NSE: MRO
Maan Aluminium Limited,NSE: MAANALU
Macpower CNC Machines Limited,NSE: MACPOWER
Madhav Copper Limited,NSE: MCL
Madhav Marbles and Granites Limited,NSE: MADHAV
Madhucon Projects Limited,NSE: MADHUCON
Madhya Bharat Agro Products Limited,NSE: MBAPL
Madhya Pradesh Today Media Limited,NSE: MPTODAY
Madras Fertilizers Limited,NSE: MADRASFERT
Magadh Sugar & Energy Limited,NSE: MAGADSUGAR
Magma Fincorp Limited,NSE: MAGMA
Magnum Ventures Limited,NSE: MAGNUM
Maha Rashtra Apex Corporation Limited,NSE: MAHAPEXLTD
Mahamaya Steel Industries Limited,NSE: MAHASTEEL
Mahanagar Gas Limited,NSE: MGL
Mahanagar Telephone Nigam Limited,NSE: MTNL
Maharashtra Scooters Limited,NSE: MAHSCOOTER
Maharashtra Seamless Limited,NSE: MAHSEAMLES
Maheshwari Logistics Limited,NSE: MAHESHWARI
Mahickra Chemicals Limited,NSE: MAHICKRA
Mahindra & Mahindra Financial Services Limited,NSE: M&MFIN
Mahindra & Mahindra Limited,NSE: M&M
Mahindra CIE Automotive Limited,NSE: MAHINDCIE
Mahindra EPC Irrigation Limited,NSE: MAHEPC
Mahindra Holidays & Resorts India Limited,NSE: MHRIL
Mahindra Lifespace Developers Limited,NSE: MAHLIFE
Mahindra Logistics Limited,NSE: MAHLOG
Maithan Alloys Limited,NSE: MAITHANALL
Majesco Limited,NSE: MAJESCO
Malu Paper Mills Limited,NSE: MALUPAPER
Man Industries (India) Limited,NSE: MANINDS
Man Infraconstruction Limited,NSE: MANINFRA
Manaksia Aluminium Company Limited,NSE: MANAKALUCO
Manaksia Coated Metals & Industries Limited,NSE: MANAKCOAT
Manaksia Limited,NSE: MANAKSIA
Manaksia Steels Limited,NSE: MANAKSTEEL
Manali Petrochemicals Limited,NSE: MANALIPETC
Manappuram Finance Limited,NSE: MANAPPURAM
Manav Infra Projects Limited,NSE: MANAV
Mangalam Cement Limited,NSE: MANGLMCEM
Mangalam Drugs And Organics Limited,NSE: MANGALAM
Mangalam Global Enterprise Limited,NSE: MGEL
Mangalam Timber Products Limited,NSE: MANGTIMBER
Mangalore Chemicals & Fertilizers Limited,NSE: MANGCHEFER
Mangalore Refinery and Petrochemicals Limited,NSE: MRPL
Manugraph India Limited,NSE: MANUGRAPH
Maral Overseas Limited,NSE: MARALOVER
Marathon Nextgen Realty Limited,NSE: MARATHON
Marico Limited,NSE: MARICO
Marine Electricals (India) Limited,NSE: MARINE
Marksans Pharma Limited,NSE: MARKSANS
Marshall Machines Limited,NSE: MARSHALL
Maruti Suzuki India Limited,NSE: MARUTI
Marvel Decor Limited,NSE: MDL
MAS Financial Services Limited,NSE: MASFIN
Mask Investments Limited,NSE: MASKINVEST
Mastek Limited,NSE: MASTEK
Matrimony.com Limited,NSE: MATRIMONY
Mawana Sugars Limited,NSE: MAWANASUG
Max Financial Services Limited,NSE: MFSL
Max Healthcare Institute Limited,NSE: MAXHEALTH
Max India Limited,NSE: MAXINDIA
Max Ventures and Industries Limited,NSE: MAXVIL
Mayur Uniquoters Ltd,NSE: MAYURUNIQ
Mazagon Dock Shipbuilders Limited,NSE: MAZDOCK
Mazda Limited,NSE: MAZDA
MBL Infrastructures Limited,NSE: MBLINFRA
McDowell Holdings Limited,NSE: MCDHOLDING
Mcleod Russel India Limited,NSE: MCLEODRUSS
Mcnally Bharat Engineering Company Limited,NSE: MBECL
Megasoft Limited,NSE: MEGASOFT
Meghmani Organics Limited,NSE: MEGH
Melstar Information Technologies Limited,NSE: MELSTAR
Menon Bearings Limited,NSE: MENONBE
MEP Infrastructure Developers Limited,NSE: MEP
Mercator Limited,NSE: MERCATOR
Metalyst Forgings Limited,NSE: METALFORGE
Metkore Alloys & Industries Limited,NSE: METKORE
Metropolis Healthcare Limited,NSE: METROPOLIS
MIC Electronics Limited,NSE: MIC
MIG Media Neurons Limited,NSE: MMNL
Milton Industries Limited,NSE: MILTON
Minda Corporation Limited,NSE: MINDACORP
Minda Industries Limited,NSE: MINDAIND
Mindpool Technologies Limited,NSE: MINDPOOL
Mindteck (India) Limited,NSE: MINDTECK
MindTree Limited,NSE: MINDTREE
MIRC Electronics Limited,NSE: MIRCELECTR
Mirza International Limited,NSE: MIRZAINT
Mishra Dhatu Nigam Limited,NSE: MIDHANI
MITCON Consultancy & Engineering Services Limited,NSE: MITCON
Mittal Life Style Limited,NSE: MITTAL
MM Forgings Limited,NSE: MMFL
MMP Industries Limited,NSE: MMP
MMTC Limited,NSE: MMTC
Modi Rubber Limited,NSE: MODIRUBBER
Mohini Health & Hygiene Limited,NSE: MHHL
Mohit Industries Limited,NSE: MOHITIND
Mohota Industries Limited,NSE: MOHOTAIND
MOIL Limited,NSE: MOIL
Moksh Ornaments Limited,NSE: MOKSH
Mold-Tek Packaging Limited,NSE: MOLDTKPAC
Mold-Tek Technologies Limited,NSE: MOLDTECH
Monnet Ispat & Energy Limited,NSE: AIONJSW
Monte Carlo Fashions Limited,NSE: MONTECARLO
Morarjee Textiles Limited,NSE: MORARJEE
Morepen Laboratories Limited,NSE: MOREPENLAB
Motherson Sumi Systems Limited,NSE: MOTHERSUMI
Motilal Oswal Financial Services Limited,NSE: MOTILALOFS
Mphasis,NSE: MPHASIS
MPS Limited,NSE: MPSLTD
MRF Limited,NSE: MRF
MRO-TEK Realty Limited,NSE: MRO-TEK
MSP Steel & Power Limited,NSE: MSPL
MSTC Limited,NSE: MSTCLTD
MT Educare Limited,NSE: MTEDUCARE
Mukand Engineers Limited,NSE: MUKANDENGG
Mukand Limited,NSE: MUKANDLTD
Mukta Arts Limited,NSE: MUKTAARTS
Munjal Auto Industries Limited,NSE: MUNJALAU
Munjal Showa Limited,NSE: MUNJALSHOW
Murudeshwar Ceramics Limited,NSE: MURUDCERA
Music Broadcast Limited,NSE: RADIOCITY
Muthoot Capital Services Limited,NSE: MUTHOOTCAP
Muthoot Finance Limited,NSE: MUTHOOTFIN
N R Agarwal Industries Limited,NSE: NRAIL
N. B. I. Industrial Finance Company Limited,NSE: NBIFIN
NACL Industries Limited,NSE: NACLIND
Naga Dhunseri Group Limited,NSE: NDGL
Nagarjuna Fertilizers and Chemicals Limited,NSE: NAGAFERT
Nagreeka Capital & Infrastructure Limited,NSE: NAGREEKCAP
Nagreeka Exports Limited,NSE: NAGREEKEXP
Nahar Capital and Financial Services Limited,NSE: NAHARCAP
Nahar Industrial Enterprises Limited,NSE: NAHARINDUS
Nahar Poly Films Limited,NSE: NAHARPOLY
Nahar Spinning Mills Limited,NSE: NAHARSPING
Nalwa Sons Investments Limited,NSE: NSIL
Nandan Denim Limited,NSE: NDL
Nandani Creation Limited,NSE: NANDANI
Narayana Hrudayalaya Ltd.,NSE: NH
Narmada Agrobase Limited,NSE: NARMADA
Natco Pharma Limited,NSE: NATCOPHARM
Nath Bio-Genes (India) Limited,NSE: NATHBIOGEN
National Aluminium Company Limited,NSE: NATIONALUM
National Fertilizers Limited,NSE: NFL
National Steel And Agro Industries Limited,NSE: NATNLSTEEL
Nava Bharat Ventures Limited,NSE: NBVENTURES
Navin Fluorine International Limited,NSE: NAVINFLUOR
Navkar Corporation Limited,NSE: NAVKARCORP
Navneet Education Limited,NSE: NAVNETEDUL
NBCC (India) Limited,NSE: NBCC
NCC Limited,NSE: NCC
NCL Industries Limited,NSE: NCLIND
Nectar Lifesciences Limited,NSE: NECLIFE
Nelcast Limited,NSE: NELCAST
NELCO Limited,NSE: NELCO
Neogen Chemicals Limited,NSE: NEOGEN
Nesco Limited,NSE: NESCO
Network18 Media & Investments Limited,NSE: NETWORK18
Neueon Towers Limited,NSE: NTL
Neuland Laboratories Limited,NSE: NEULANDLAB
New Delhi Television Limited,NSE: NDTV
Newgen Software Technologies Limited,NSE: NEWGEN
Next Mediaworks Limited,NSE: NEXTMEDIA
NHPC Limited,NSE: NHPC
NIIT Limited,NSE: NIITLTD
Nila Infrastructures Limited,NSE: NILAINFRA
Nila Spaces Limited,NSE: NILASPACES
Nilkamal Limited,NSE: NILKAMAL
Nippon Life India Asset Management Limited,NSE: NAM-INDIA
Niraj Ispat Industries Limited,NSE: NIRAJISPAT
Nitco Limited,NSE: NITCO
Nitin Fire Protection Industries Limited,NSE: NITINFIRE
Nitin Spinners Limited,NSE: NITINSPIN
Nitiraj Engineers Limited,NSE: NITIRAJ
NK Industries Limited,NSE: NKIND
NLC India Limited,NSE: NLCINDIA
NMDC Limited,NSE: NMDC
NOCIL Limited,NSE: NOCIL
Noida Toll Bridge Company Limited,NSE: NOIDATOLL
Norben Tea & Exports Limited,NSE: NORBTEAEXP
North Eastern Carrying Corporation Limited,NSE: NECCLTD
NRB Bearing Limited,NSE: NRBBEARING
NRB Industrial Bearings Limited,NSE: NIBL
NTPC Limited,NSE: NTPC
Nucleus Software Exports Limited,NSE: NUCLEUS
NXTDigital Limited,NSE: NXTDIGITAL
Oberoi Realty Limited,NSE: OBEROIRLTY
OCL Iron and Steel Limited,NSE: OISL
Oil & Natural Gas Corporation Limited,NSE: ONGC
Oil Country Tubular Limited,NSE: OILCOUNTUB
Oil India Limited,NSE: OIL
Olectra Greentech Limited,NSE: OLECTRA
OM Metals Infraprojects Limited,NSE: OMMETALS
Omax Autos Limited,NSE: OMAXAUTO
Omaxe Limited,NSE: OMAXE
Omfurn India Limited,NSE: OMFURN
Omkar Speciality Chemicals Limited,NSE: OMKARCHEM
One Point One Solutions Limited,NSE: ONEPOINT
Onelife Capital Advisors Limited,NSE: ONELIFECAP
OnMobile Global Limited,NSE: ONMOBILE
Onward Technologies Limited,NSE: ONWARDTEC
Opal Luxury Time Products Limited,NSE: OPAL
Optiemus Infracom Limited,NSE: OPTIEMUS
Opto Circuits (India) Limited,NSE: OPTOCIRCUI
Oracle Financial Services Software Limited,NSE: OFSS
Orbit Exports Limited,NSE: ORBTEXP
Orchid Pharma Limited,NSE: ORCHIDPHAR
Oricon Enterprises Limited,NSE: ORICONENT
Orient Abrasives Limited,NSE: ORIENTABRA
Orient Bell Limited,NSE: ORIENTBELL
Orient Cement Limited,NSE: ORIENTCEM
Orient Electric Limited,NSE: ORIENTELEC
Orient Green Power Company Limited,NSE: GREENPOWER
Orient Paper & Industries Limited,NSE: ORIENTPPR
Orient Press Limited,NSE: ORIENTLTD
Orient Refractories Limited,NSE: ORIENTREF
Oriental Aromatics Limited,NSE: OAL
Oriental Carbon & Chemicals Limited,NSE: OCCL
Oriental Hotels Limited,NSE: ORIENTHOT
Oriental Trimex Limited,NSE: ORIENTALTL
Ortel Communications Limited,NSE: ORTEL
Ortin Laboratories Limited,NSE: ORTINLABSS
Osia Hyper Retail Limited,NSE: OSIAHYPER
Oswal Agro Mills Limited,NSE: OSWALAGRO
